Ranking,Finish Time,IAAF Points,Joggler,Gender,Nationality,Date,Event / Venue,Notes / Result Links
24,0:19:06.00,240,Stijn Westerbeek,M,NLD,04/08/2025,"EJC 2025 5km Road Race, Arnhem",EJC results in Joggler's United Group
25,0:19:06.70,238,John Kilgust,M,Unknown,22/07/1989,"IJA, Baltimore",http://www.juggling.org/orgs/ija/champs.txt
26,0:19:16.00,224,Jacob Heimer,M,Unknown,15/07/2017,"IJA, Cedar Rapids",https://www.juggle.org/enewsletter/2017-07
27,0:19:18.00,220,James McDiarmid,M,GBR,27/04/2024,Portobello parkrun,https://www.parkrun.org.uk/portobello/results/381/
28,0:19:20.80,216,Mickey Campaniello,M,Unknown,26/07/1986,"IJA, San Jose",http://www.juggling.org/orgs/ija/champs.txt
29,0:19:32.00,199,Sterling Franklin,M,USA,04/11/2018,Time Trial,https://www.youtube.com/watch?v=4pMKerapCpk
30,0:19:35.00,195,Shidan Habib,M,Unknown,23/07/1983,"IJA, Purchase, NY",http://www.juggling.org/orgs/ija/champs.txt
31,0:19:44.00,182,Bradley Fiander,M,CAN,19/05/2018,"Blue Nose 5k, Halifax, Nova Scotia",https://www.sportstats.ca/display-results.xhtml?raceid=93319&status=results&bib=9207     https://www.facebook.com/664250217053533/posts/pfbid026Q8wfDQrDtNwPhxy9kixvJSxzPoa62mcs3kfx9te2VsD5PViKr5DnzvxC4JRf17Xl/?app=fbl
32,0:19:48.00,176,Perry Romanowski,M,USA,2005,Berlin,
33,0:19:48.04,176,Ben Schoenberg,M,Unknown,25/07/2015,"IJA, Quebec",http://www.juggling.org/orgs/ija/champs.txt
34,0:19:49.15,174,Nathan Nard,M,Unknown,15/07/2025,"IJA, Evansville",IJA Database
35,0:19:51.00,172,David Marcias,M,Unknown,17/07/1982,"IJA, Santa Barbara",http://www.juggling.org/orgs/ija/champs.txt
36,0:19:52.40,170,Billy Gillen,M,USA,18/07/1987,"IJA, Akron",http://www.juggling.org/orgs/ija/champs.txt
37,0:19:58.60,161,Daniel Raum,M,AUT,2022,"IJA, Virtual",IJA Database
38,0:19:59.00,161,Richard Ross,M,USA,27/06/2019,"St. Peter's Fiesta 5km, Gloucester, MA",https://www.instagram.com/p/BzQTDEWhe-X/  https://newenglandruns.com/race-results/st-peters-fiesta-5k/?date=2019-06-27&result=43122&bib=ross&gender=&division=&order_by=finish_time&order=ASC
39,0:20:00.00,159,Billy Watson,M,Unknown,20/07/2011,"IJA, Rochester",IJA Database
40,0:20:00.77,158,Troy Fitzgerald,M,Unknown,25/07/2015,"IJA, Quebec",http://www.juggling.org/orgs/ija/champs.txt
41,0:20:01.00,158,Tosch Roy,M,Unknown,18/07/2006,"IJA, Portland, Oregon",https://dev.juggle.org/history/champs/champs2006.php
42,0:20:05.00,153,Brady Xue,M,USA,29/09/2024,Brian Honan 5k Road Race,https://my.racewire.com/finishercertificate/export/9555807
43,0:20:06.91,150,Clarke McFarlane,M,Unknown,18/07/1987,"IJA, Akron",http://www.juggling.org/orgs/ija/champs.txt
44,0:20:09.00,148,Michel Lauzière,M,CAN,23/07/1983,"IJA, Purchase, NY",http://www.juggling.org/orgs/ija/champs.txt
45,0:20:11.00,145,Jake Lodge,M,GBR,26/08/2023,Roberts Park Parkrun,https://www.parkrun.org.uk/robertspark/results/95/  https://www.strava.com/activities/9722525613
45,0:20:11.00,145,Paul Williams,M,Unknown,18/07/1981,"IJA, Cleveland, Ohio",https://dev.juggle.org/history/champs/champs1981.php
47,0:20:16.00,139,Kacper Suchora,M,POL,18/10/2025,Krakow Parkrun,https://www.parkrun.pl/krakow/results/latestresults/
48,0:20:25.78,127,Sam Wildofsky,M,Unknown,25/07/2015,"IJA, Quebec",http://www.juggling.org/orgs/ija/champs.txt
49,0:20:26.00,127,Erik Rain,M,Unknown,15/07/2017,"IJA, Cedar Rapids",https://www.juggle.org/enewsletter/2017-07
50,0:20:27.40,125,Owen Morse,M,USA,26/07/1986,"IJA, San Jose",http://www.juggling.org/orgs/ija/champs.txt
51,0:20:28.00,124,Benjamin Balbeur,M,BEL,06/04/2025,"Namur Marathon, Belgium","Split in the Namur marathon, https://www.instagram.com/p/DIJbAZ_Npul/ https://www.chronocompetition.com/wp-content/glive/g-live.html?f=../2025/NAMUR/BNM25.clax https://www.lavenir.net/regions/namur/2025/04/06/namur-benjamin-balbeur-boucler-son-marathon-en-jonglant-et-soffre-un-record-vers-la-fin-cetait-un-combat-3HVIO5AMONDO3M4YSKO2DORYG4/ https://www.sportograf.com/fr/event/13509/search/327"
52,0:20:33.00,119,Steve Otteson,M,Unknown,22/07/1989,"IJA, Baltimore",http://www.juggling.org/orgs/ija/champs.txt
53,0:20:39.00,112,Albert Lucas,M,USA,16/07/1988,"IJA, Denver",http://www.juggling.org/orgs/ija/champs.txt
54,0:20:40.00,111,Ben Sayles,M,Unknown,05/07/2015,Guelph 5km,https://sites.google.com/site/guelph5kjoggling/results
55,0:20:41.00,110,Tim Ebersole,M,USA,28/11/2019,"New Cumberland Turkey Trot 5k, PA",https://falconracetiming.com/racetimes/SMT%20Turkey%20Trot%20AG%202019.htm#%201%20M
56,0:20:45.60,104,Christoph Mitasch,M,AUT,2024,"IJA, Virtual",IJA Database
57,0:20:50.00,100,Mark Kolbus,M,Unknown,06/08/1997,"IJA, Pittsburgh",https://dev.juggle.org/history/champs/champs1997.php
57,0:20:50.00,100,Paul Ballard,M,Unknown,22/07/1989,"IJA, Baltimore",http://www.juggling.org/orgs/ija/champs.txt
59,0:20:53.00,97,Eden Katsir,M,ISR,04/08/2025,"EJC 2025 5km Road Race, Arnhem",EJC results in Joggler's United Group
60,0:21:03.00,87,Keith Baker,M,Unknown,13/08/1994,"IJA, Vermont","https://dev.juggle.org/history/champs/champs1994.php, Billy Gillen Memorial 5km"
61,0:21:09.00,81,Larry Kluger,M,Unknown,18/07/1981,"IJA, Cleveland, Ohio",https://dev.juggle.org/history/champs/champs1981.php
62,0:21:25.00,66,Kyle Barrett,M,Unknown,18/07/2006,"IJA, Portland, Oregon",https://dev.juggle.org/history/champs/champs2006.php
63,0:21:34.00,59,Dan Berg,M,Unknown,18/07/1981,"IJA, Cleveland, Ohio",https://dev.juggle.org/history/champs/champs1981.php
64,0:21:39.00,55,Sydney McDonald,M,Unknown,2018,Guelph 5km,https://sites.google.com/site/guelph5kjoggling/results
65,0:21:41.40,53,Chris Merra,M,Unknown,20/07/2011,"IJA, Rochester",IJA Database
66,0:21:51.00,46,Eivind Dragsjo,M,NOR,04/08/2025,"EJC 2025 5km Road Race, Arnhem",EJC results in Joggler's United Group
67,0:21:55.00,43,Andreas Kramer,M,DEU,04/08/2025,"EJC 2025 5km Road Race, Arnhem",EJC results in Joggler's United Group
68,0:22:03.00,38,Tamino Larisch,M,DEU,04/08/2025,"EJC 2025 5km Road Race, Arnhem",EJC results in Joggler's United Group
69,0:22:09.20,34,Joe Lyons,M,Unknown,20/07/1991,"IJA, St. Louis",http://www.juggling.org/orgs/ija/champs.txt
70,0:22:14.00,31,Piotr Maciejewski,M,POL,30/07/2023,EJC Joggling Open,https://www.joggling.pl/joggling-competitionszawody/2023-lublin-open.html
71,0:22:19.00,28,Toon Witters,M,BEL,24/04/2021,Time Trial,https://www.strava.com/activities/5182010335
72,0:22:21.00,27,Jamie Whoolery,M,Unknown,30/07/1999,"IJA, Niagara Falls",IJA Database
73,0:22:28.00,23,David Benz,M,DEU,04/08/2025,"EJC 2025 5km Road Race, Arnhem",EJC results in Joggler's United Group
74,0:22:29.00,22,Jerry Kurtz,M,Unknown,06/08/1997,"IJA, Pittsburgh",https://dev.juggle.org/history/champs/champs1997.php
75,0:22:30.00,22,Darren Samson,M,Unknown,13/08/1994,"IJA, Vermont","https://dev.juggle.org/history/champs/champs1994.php, Billy Gillen Memorial 5km"
76,0:22:33.00,21,Gavin Levenstein,M,ZAF,08/08/2022,"North Beach Parkrun, Durban, South Africa",https://www.parkrun.co.za/northbeach/results/409/
77,0:22:34.40,20,Jay Pittman ,M,Unknown,24/07/1993,"IJA, Fargo",http://www.juggling.org/orgs/ija/champs.txt
78,0:22:36.00,19,Lars Clauss,M,DEU,04/08/2025,"EJC 2025 5km Road Race, Arnhem",EJC results in Joggler's United Group
79,0:22:37.00,19,Paul Arneberg,M,Unknown,15/07/2017,"IJA, Cedar Rapids",https://www.juggle.org/enewsletter/2017-07
79,0:22:37.00,19,Joshua Pichotta,M,USA,11/08/2018,"Eagan Parkrun, Minnesota","https://www.parkrun.us/eagan/news/2018/08/17/lots-of-balls-in-the-air-eagan-parkrun-64-run-report/
https://www.parkrun.us/eagan/results/64/"
81,0:22:55.00,11,Fabian Fehlhaber,M,DEU,30/07/2023,EJC Joggling Open,https://www.joggling.pl/joggling-competitionszawody/2023-lublin-open.html
82,0:22:58.00,10,Brook Roberts,M,GBR,04/08/2025,"EJC 2025 5km Road Race, Arnhem",EJC results in Joggler's United Group
82,0:22:58.00,10,Vasek Peca,M,CZE,04/08/2025,"EJC 2025 5km Road Race, Arnhem",EJC results in Joggler's United Group
84,0:23:02.00,9,Fabian Fellhaber,M,DEU,04/08/2025,"EJC 2025 5km Road Race, Arnhem",EJC results in Joggler's United Group
85,0:23:04.00,8,Chuck Hawley,M,Unknown,14/07/2009,"IJA, Winston-Salem",https://dev.juggle.org/history/champs/champs2009.php
86,0:23:12.00,6,Boris de Schipper,M,NLD,04/08/2025,"EJC 2025 5km Road Race, Arnhem",EJC results in Joggler's United Group
87,0:23:13.00,6,David Tate,M,USA,01/06/2024,"SoJo Summerfest 5k, Utah","https://results.raceroster.com/v2/en-US/results/fav9fzqqraxrtc5n/detail/46q6dqqxcybafs5v
   https://x.com/dren_braves/status/1796917930078449700?t=lcn6W164pnNmSYz2JpRpVQ&s=19"
88,0:23:14.00,5,George Faust,M,Unknown,06/08/1997,"IJA, Pittsburgh",https://dev.juggle.org/history/champs/champs1997.php
89,0:23:16.00,5,Mark Fiore,M,USA,31/05/2025,Howard Temin Lakeshore Path Parkrun,https://www.parkrun.us/howardteminlakeshorepath/results/216/
90,0:23:20.80,4,Jeff Lutkus,M,USA,09/11/2013,Anthem 5km,https://www.broomfieldenterprise.com/2013/11/11/jogglers-hit-broomfield-trails-to-set-world-record/  https://www.webscorer.com/racedetails?raceid=15527  https://recordsetter.com/world-record/people-running-5k-race-while-juggling/33978?autoplay=false
91,0:23:21.00,4,Eric Promislow,M,Unknown,16/07/1988,"IJA, Denver",http://www.juggling.org/orgs/ija/champs.txt
91,0:23:21.00,4,Andrew Swan,M,Unknown,20/07/1996,"IJA, Rapid City",https://dev.juggle.org/history/champs/champs1996.php
93,0:23:22.00,4,Julian Tam,M,Unknown,2016,Guelph 5km,https://sites.google.com/site/guelph5kjoggling/results
94,0:23:25.00,3,Brian Linehan,M,IRL,07/01/2023,Pobalscoil Na Trionoide Parkrun,https://www.parkrun.ie/pobalscoilnatrionoide/results/44/   https://www.facebook.com/profile/100067922504955/search/?q=juggling
95,0:23:29.00,2,Paul Cahen,M,FRA,04/08/2025,"EJC 2025 5km Road Race, Arnhem",EJC results in Joggler's United Group
96,0:23:30.00,2,Mike Moore,M,USA,05/07/2015,Guelph 5km,https://sites.google.com/site/guelph5kjoggling/results
97,0:23:31.00,2,Luca Haase,M,CAN,04/08/2025,"EJC 2025 5km Road Race, Arnhem",EJC results in Joggler's United Group
98,0:23:36.00,1,Malachy Kelly,M,IRL,25/12/2019,Sligo Parkrun,https://www.parkrun.ie/sligo/results/254/
99,0:23:37.00,1,Shimon Levikov,M,DEU,04/08/2025,"EJC 2025 5km Road Race, Arnhem",EJC results in Joggler's United Group
100,0:23:39.00,1,George Strain,M,Unknown,30/07/1999,"IJA, Niagara Falls",IJA Database
101,0:23:41.00,1,Stuart Humphries,M,GBR,31/08/2024,Woodley parkrun,https://www.parkrun.org.uk/woodley/results/542/
101,0:23:41.00,1,Stuart Humphries,M,GBR,31/08/2024,Woodley Parkrun,https://www.parkrun.org.uk/woodley/results/542/
103,0:23:46.00,0,Koutaro Kawano,M,JPN,2021,IJA Virtual,IJA Database
103,0:23:46.00,0,Cajus Fahrenkamp,M,DEU,04/08/2025,"EJC 2025 5km Road Race, Arnhem",EJC results in Joggler's United Group
105,0:23:46.70,0,Sam Hartford,M,Unknown,05/08/2000,"IJA, Montreal",https://dev.juggle.org/history/champs/champs2000.php
106,0:23:50.00,0,John Clayton,M,Unknown,14/07/2009,"IJA, Winston-Salem",https://dev.juggle.org/history/champs/champs2009.php
107,0:23:52.00,0,Chris Garcia,M,Unknown,20/07/2010,"IJA, Nevada",https://dev.juggle.org/history/champs/champs2010.php
107,0:23:52.00,0,Ely Doan,M,Unknown,05/07/2015,Guelph 5km,https://sites.google.com/site/guelph5kjoggling/results
109,0:24:00.00,0,Shahar Cohen,M,ISR,15/07/2017,"IJA, Cedar Rapids",https://www.juggle.org/enewsletter/2017-07
109,0:24:00.00,0,Shahar Cohen,M,ISR,15/07/2017,"IJA, Cedar Rapids",IJA Database
109,0:24:00.00,0,Ben-Janning Hackbarth,M,DEU,04/08/2025,"EJC 2025 5km Road Race, Arnhem",EJC results in Joggler's United Group
112,0:24:14.00,0,Lucas Hester,M,USA,04/08/2025,"EJC 2025 5km Road Race, Arnhem",EJC results in Joggler's United Group
113,0:24:22.00,0,Jarek Widomski,M,POL,30/07/2023,EJC Joggling Open,https://www.joggling.pl/joggling-competitionszawody/2023-lublin-open.html
114,0:24:24.00,0,Jesse Joyner,M,USA,15/07/2008,"IJA, Kentucky",https://dev.juggle.org/history/champs/champs2008.php
115,0:24:27.00,0,Randy Papple,M,CAN,05/07/2015,Guelph 5km,https://sites.google.com/site/guelph5kjoggling/results
116,0:24:31.00,0,Gus Tate,M,USA,15/07/2008,"IJA, Kentucky",https://dev.juggle.org/history/champs/champs2008.php
117,0:24:33.00,0,Rimon Cahany,M,ISR,30/07/2023,EJC Joggling Open,https://www.joggling.pl/joggling-competitionszawody/2023-lublin-open.html
118,0:24:34.00,0,Greg Warrington,M,Unknown,17/07/2007,"IJA, Winston-Salem",https://dev.juggle.org/history/champs/champs2007.php
119,0:24:35.00,0,Marius Tritschler,M,DEU,04/08/2025,"EJC 2025 5km Road Race, Arnhem",EJC results in Joggler's United Group
119,0:24:35.00,0,Joshua Edleman,M,Unknown,05/08/2000,"IJA, Montreal",https://dev.juggle.org/history/champs/champs2000.php
121,0:24:36.60,0,Bill Coad,M,USA,24/07/1993,"IJA, Fargo",http://www.juggling.org/orgs/ija/champs.txt
122,0:24:37.00,0,Robbe Menteus,M,BEL,04/08/2025,"EJC 2025 5km Road Race, Arnhem",EJC results in Joggler's United Group
123,0:24:39.00,0,Elias Lohr,M,DEU,04/08/2025,"EJC 2025 5km Road Race, Arnhem",EJC results in Joggler's United Group
124,0:24:42.00,0,Tony Malikowski,M,USA,15/07/2017,"IJA, Cedar Rapids",https://www.juggle.org/enewsletter/2017-07
124,0:24:42.00,0,Boris Georgiev,M,Unknown,2017,Guelph 5km,https://sites.google.com/site/guelph5kjoggling/results
126,0:24:45.00,0,Finn Mertens,M,BEL,04/08/2025,"EJC 2025 5km Road Race, Arnhem",EJC results in Joggler's United Group
127,0:24:48.00,0,Craig Wise,M,Unknown,15/07/2017,"IJA, Cedar Rapids",https://www.juggle.org/enewsletter/2017-07
128,0:24:50.00,0,Auke Von Straien,M,NLD,04/08/2025,"EJC 2025 5km Road Race, Arnhem",EJC results in Joggler's United Group
129,0:24:54.00,0,Torrey Hamilton,M,Unknown,15/07/2024,"IJA, Green Bay",IJA Database
130,0:24:55.00,0,kaupo Pilder,M,EST,30/07/2023,EJC Joggling Open,https://www.joggling.pl/joggling-competitionszawody/2023-lublin-open.html
131,0:24:56.00,0,Cyril D,M,BEL,04/08/2025,"EJC 2025 5km Road Race, Arnhem",EJC results in Joggler's United Group
132,0:24:57.00,0,Joshua edleman,M,Unknown,30/07/1999,"IJA, Niagara Falls",IJA Database
132,0:24:57.00,0,Barak Hirschowitz,M,USA,15/07/2024,"IJA, Green Bay",IJA Database
134,0:25:02.00,0,Vaclav Peca,M,CZE,30/07/2023,EJC Joggling Open,https://www.joggling.pl/joggling-competitionszawody/2023-lublin-open.html
135,0:25:05.00,0,Greg Philips,M,Unknown,2018,Guelph 5km,https://sites.google.com/site/guelph5kjoggling/results
136,0:25:09.00,0,Simeon Doetsch,M,DEU,04/08/2025,"EJC 2025 5km Road Race, Arnhem",EJC results in Joggler's United Group
137,0:25:10.00,0,Dean Radcliffe,M,USA,16/06/2019,"Evanston Race Against Hate, IL",https://results.raceroster.com/v2/en-US/results/urrk4wsy39e9crfs/results?subEvent=25982&page=1&search=Dean+radcliffe
138,0:25:13.00,0,Christian Kloc,M,USA,04/08/2025,"EJC 2025 5km Road Race, Arnhem",EJC results in Joggler's United Group
139,0:25:15.00,0,Timothy Ross,M,USA,04/08/2025,"EJC 2025 5km Road Race, Arnhem",EJC results in Joggler's United Group
140,0:25:16.00,0,Rik Konings,M,NLD,10/05/2025,"Karpendonkse Plas parkrun, Eindhoven",https://www.parkrun.co.nl/karpendonkseplas/results/196/
141,0:25:18.00,0,Will Rhode,M,GBR,03/05/2025,Pavilion Gardens Parkrun,"https://strava.app.link/xMcXSCN0OWb
https://www.parkrun.org.uk/paviliongardens/results/123/
https://www.facebook.com/100087311512923/posts/pfbid024MHFD2KYbqzVuzBx2f7Lwz2wZpW6dEnprp5yHMVeDv3KxGtAAGgh9cdmW5rLQspRl/?app=fbl"
142,0:25:23.00,0,Ryan Himmel,M,USA,28/05/2022,Unknown,https://www.instagram.com/p/CeHhTezg4dh/
143,0:25:27.00,0,Danny Tomaro,M,Unknown,18/07/2006,"IJA, Portland, Oregon",https://dev.juggle.org/history/champs/champs2006.php
144,0:25:33.00,0,Scott Seltzer,M,ISR,30/07/2023,EJC Joggling Open,https://www.joggling.pl/joggling-competitionszawody/2023-lublin-open.html
145,0:25:36.00,0,Jake Immerman,M,Unknown,17/07/2002,"IJA, Reading, Pennsylvania",https://dev.juggle.org/history/champs/champs2002.php
146,0:25:37.00,0,Ralph Kidner,M,GBR,18/02/2012,Highbury Fields Parkrun,https://www.parkrun.org.uk/highburyfields/results/15/
147,0:25:46.00,0,Andrew Perrin,M,Unknown,17/07/2007,"IJA, Winston-Salem",https://dev.juggle.org/history/champs/champs2007.php
148,0:25:52.00,0,Kurt Siefken,M,Unknown,14/07/2009,"IJA, Winston-Salem",https://dev.juggle.org/history/champs/champs2009.php
149,0:25:57.00,0,Timmy Boas,M,Unknown,17/07/2002,"IJA, Reading, Pennsylvania",https://dev.juggle.org/history/champs/champs2002.php
150,0:26:09.00,0,Eric Raivo,M,Unknown,15/07/2024,"IJA, Green Bay",IJA Database
151,0:26:11.00,0,Aaron Heilig,M,Unknown,15/07/2025,"IJA, Evansville",IJA Database
152,0:26:15.00,0,Emanuele Lodigiani,M,ITA,30/07/2023,EJC Joggling Open,https://www.joggling.pl/joggling-competitionszawody/2023-lublin-open.html
152,0:26:15.00,0,Jason Noyes,M,Unknown,15/07/2017,"IJA, Cedar Rapids",https://www.juggle.org/enewsletter/2017-07
154,0:26:16.00,0,Derrick Adams,M,GBR,22/07/2023,Aberystwyth Parkrun,https://www.parkrun.org.uk/aberystwyth/results/497/ Reports of Derrick joggling on Facebook this week
155,0:26:17.00,0,Craig Muhlenkamp,M,USA,2020,"IJA, Virtual",IJA Database
156,0:26:20.00,0,Nicolas Fuchs,M,DEU,30/07/2023,EJC Joggling Open,https://www.joggling.pl/joggling-competitionszawody/2023-lublin-open.html
156,0:26:20.00,0,Riley McLincha,M,USA,07/05/2005,St Paul's Spring Tune-up,https://www.athlinks.com/event/138944/results/Event/24014/Course/36946/Bib/708
158,0:26:21.50,0,Chris Hooper,M,USA,09/11/2013,Anthem 5km,https://www.broomfieldenterprise.com/2013/11/11/jogglers-hit-broomfield-trails-to-set-world-record/  https://www.webscorer.com/racedetails?raceid=15527  https://recordsetter.com/world-record/people-running-5k-race-while-juggling/33978?autoplay=false
159,0:26:24.00,0,Pete Barnard,M,GBR,15/09/2018,Dalby Forest Parkrun,https://www.parkrun.org.uk/dalbyforest/results/127/  https://www.parkrun.org.uk/dalbyforest/news/2018/09/23/event-127-return-of-the-joggler/
160,0:26:25.00,0,Erick Sells,M,USA,02/11/2025,"All-Out Kooky Spooky 5k, Colorado",https://runsignup.com/Race/Results/140919/IndividualResult/cYkN?resultSetId=598926#U43382289
160,0:26:25.00,0,Patrick Carroll,M,USA,02/11/2025,"All-Out Kooky Spooky 5k, Colorado",https://runsignup.com/Race/Results/140919/IndividualResult/cYkN?resultSetId=598926#U50206483
160,0:26:25.00,0,Ivo Vastre,M,NLD,04/08/2025,"EJC 2025 5km Road Race, Arnhem",EJC results in Joggler's United Group
163,0:26:27.00,0,Cameron Edmunds,M,Unknown,05/07/2015,Guelph 5km,https://sites.google.com/site/guelph5kjoggling/results
164,0:26:43.00,0,Sean Carney,M,USA,04/08/2025,"EJC 2025 5km Road Race, Arnhem",EJC results in Joggler's United Group
165,0:26:45.00,0,Karel Schuller,M,NLD,04/08/2025,"EJC 2025 5km Road Race, Arnhem",EJC results in Joggler's United Group
166,0:26:47.00,0,Garry Ruston,M,IRL,04/08/2025,"EJC 2025 5km Road Race, Arnhem",EJC results in Joggler's United Group
167,0:26:55.00,0,Gregor Straub,M,DEU,04/08/2025,"EJC 2025 5km Road Race, Arnhem",EJC results in Joggler's United Group
168,0:27:04.00,0,Samuel Tittelein,M,FRA,04/08/2025,"EJC 2025 5km Road Race, Arnhem",EJC results in Joggler's United Group
169,0:27:05.00,0,Junya Inoue,M,JPN,04/08/2025,"EJC 2025 5km Road Race, Arnhem",EJC results in Joggler's United Group
170,0:27:22.00,0,Scott Anthony,M,Unknown,06/08/1997,"IJA, Pittsburgh",https://dev.juggle.org/history/champs/champs1997.php
171,0:27:31.00,0,Koert van Eijk,M,NLD,04/08/2025,"EJC 2025 5km Road Race, Arnhem",EJC results in Joggler's United Group
172,0:27:33.00,0,Jack Hirschowitz,M,USA,20/07/2010,"IJA, Nevada",https://dev.juggle.org/history/champs/champs2010.php
173,0:27:40.00,0,Dean Bennett,M,Unknown,20/07/2010,"IJA, Nevada",https://dev.juggle.org/history/champs/champs2010.php
173,0:27:40.00,0,Mickael Le Marquer,M,FRA,04/08/2025,"EJC 2025 5km Road Race, Arnhem",EJC results in Joggler's United Group
175,0:27:42.00,0,Tobias Ludwig,M,DEU,04/08/2025,"EJC 2025 5km Road Race, Arnhem",EJC results in Joggler's United Group
176,0:27:43.00,0,Nathan Agnew,M,GBR,21/06/2014,"Bangor Parkrun, Northern Ireland",https://www.parkrun.org.uk/bangor/results/13/ https://www.parkrun.org.uk/bangor/news/2014/06/24/parkrun-achieves-over-2600-runners-200-volunteers/  https://www.facebook.com/bangorparkruncountydown/photos/a.244373859082050/274325329420236/?type=3&mibextid=rS40aB7S9Ucbxw6v
177,0:27:51.00,0,Jared Ashton,M,Unknown,15/07/2017,"IJA, Cedar Rapids",https://www.juggle.org/enewsletter/2017-07
178,0:27:52.00,0,Noam G.W,M,DEU,04/08/2025,"EJC 2025 5km Road Race, Arnhem",EJC results in Joggler's United Group
179,0:27:53.00,0,Tom McClintock,M,Unknown,18/07/2006,"IJA, Portland, Oregon",https://dev.juggle.org/history/champs/champs2006.php
180,0:27:56.00,0,Nathan Wakefield,M,Unknown,15/07/2017,"IJA, Cedar Rapids",https://www.juggle.org/enewsletter/2017-07
181,0:28:21.00,0,Hinoki Katsuki,M,JPN,04/08/2025,"EJC 2025 5km Road Race, Arnhem",EJC results in Joggler's United Group
182,0:28:23.00,0,Tim Van,M,NLD,04/08/2025,"EJC 2025 5km Road Race, Arnhem",EJC results in Joggler's United Group
183,0:28:26.00,0,Samuel G W,M,DEU,04/08/2025,"EJC 2025 5km Road Race, Arnhem",EJC results in Joggler's United Group
184,0:28:35.00,0,Jan Haupt,M,DEU,04/08/2025,"EJC 2025 5km Road Race, Arnhem",EJC results in Joggler's United Group
