Ranking,Finish Time,IAAF Points,Joggler,Gender,Nationality,Date,Event / Venue,Notes / Result Links
17,0:05:23.00,297,John Ellwanger,M,USA,21/07/1984,"IJA, Las Vegas",http://www.juggling.org/orgs/ija/champs.txt
18,0:05:25.00,284,Michel Lauziere,M,CAN,23/07/1983,"IJA, Purchase, NY",http://www.juggling.org/orgs/ija/champs.txt
19,0:05:25.63,284,Dominic Lodge,M,GBR,17/05/2026,"British Joggler Meet Up, Leeds",https://youtu.be/yeAhMs8cxGs?si=zl-8Qt0RWwtn6bH9
20,0:05:26.74,278,Todd McLeish,M,Unknown,18/07/1987,"IJA, Akron",http://www.juggling.org/orgs/ija/champs.txt
21,0:05:27.00,271,Albert Lucas,M,USA,20/07/1996,"IJA, Rapid City",https://dev.juggle.org/history/champs/champs1996.php
22,0:05:28.55,265,Billy Gillen,M,USA,18/07/1987,"IJA, Akron",http://www.juggling.org/orgs/ija/champs.txt
23,0:05:29.00,259,Andrew Head,M,Unknown,23/07/1983,"IJA, Purchase, NY",http://www.juggling.org/orgs/ija/champs.txt
24,0:05:29.00,259,Paul Williams,M,Unknown,17/07/1982,"IJA, Santa Barbara",http://www.juggling.org/orgs/ija/champs.txt
25,0:05:30.00,253,Sterling Franklin,M,USA,2020,"IJA, Virtual",IJA Database
26,0:05:30.09,253,Troy Fitzgerald,M,Unknown,25/07/2015,"IJA, Quebec",http://www.juggling.org/orgs/ija/champs.txt
27,0:05:34.28,230,Clarke McFarlane,M,Unknown,18/07/1987,"IJA, Akron",http://www.juggling.org/orgs/ija/champs.txt
28,0:05:36.00,219,Bill Giduz,M,USA,17/07/1982,"IJA, Santa Barbara",http://www.juggling.org/orgs/ija/champs.txt
29,0:05:37.00,213,Kevin Niittyviita,M,FIN,08/08/2026,European Joggling Championships 2026 - Road Races,https://drive.google.com/file/d/1v5KXHNKD3UqQcFqTQ_POWGjEc5X8w7t7/view?usp=sharing
30,0:05:38.00,208,Paul Bernardo,M,Unknown,23/07/1983,"IJA, Purchase, NY",http://www.juggling.org/orgs/ija/champs.txt
31,0:05:38.20,208,Mark Branner,M,Unknown,21/07/1990,"IJA, LA",http://www.juggling.org/orgs/ija/champs.txt
32,0:05:39.00,202,Paul Arneberg,M,Unknown,20/07/1996,"IJA, Rapid City",https://dev.juggle.org/history/champs/champs1996.php
33,0:05:39.00,202,Steve Wilson,M,Unknown,16/07/1988,"IJA, Denver",http://www.juggling.org/orgs/ija/champs.txt
34,0:05:39.04,202,Nathan Nard,M,Unknown,19/07/2025,"IJA, Evansville",IJA Database
35,0:05:41.00,192,Steve Otteson,M,Unknown,22/07/1989,"IJA, Baltimore",http://www.juggling.org/orgs/ija/champs.txt
36,0:05:42.50,187,Darin Marriott,M,USA,30/07/1999,"IJA, Niagara Falls",IJA Database
37,0:05:44.00,176,Marty Gardella,M,Unknown,26/07/1986,"IJA, San Jose",http://www.juggling.org/orgs/ija/champs.txt
38,0:05:46.00,167,Mark Kolbus,M,Unknown,24/07/1993,"IJA, Fargo",http://www.juggling.org/orgs/ija/champs.txt
39,0:05:47.00,162,Tim Ebersole,M,USA,21/07/2021,"Harrisburg Mile Race, PA",https://falconracetiming.com/racetimes/Harrisburg%20Mile%20Overall%202021.htm
40,0:05:48.00,157,Mickey Campaniello,M,Unknown,26/07/1986,"IJA, San Jose",http://www.juggling.org/orgs/ija/champs.txt
41,0:05:51.00,143,Andrew Swan,M,Unknown,15/07/1998,"IJA, Primm",IJA Database
42,0:05:51.00,143,Mike Thomasen,M,Unknown,22/07/1989,"IJA, Baltimore",http://www.juggling.org/orgs/ija/champs.txt
43,0:05:51.70,143,Daniel Raum,M,AUT,2024,"IJA, Virtual",IJA Database
44,0:05:53.07,134,Jamie Whoolery,M,Unknown,28/07/2001,"IJA, Wisconsin",https://dev.juggle.org/history/champs/champs2001.php
45,0:05:54.29,130,Robin Chestnut,M,Unknown,25/07/2015,"IJA, Quebec",http://www.juggling.org/orgs/ija/champs.txt
46,0:05:55.00,126,Jake Lodge,M,GBR,08/08/2023,Ramsbottom Summer Mile,https://www.strava.com/activities/9609299484
47,0:05:56.00,122,Keith Baker,M,Unknown,13/08/1994,"IJA, Vermont",https://dev.juggle.org/history/champs/champs1994.php
48,0:06:02.19,98,Sam Hartford,M,Unknown,05/08/2000,"IJA, Montreal",https://dev.juggle.org/history/champs/champs2000.php
49,0:06:03.00,94,Curt Hoffman,M,Unknown,06/08/1997,"IJA, Pittsburgh",https://dev.juggle.org/history/champs/champs1997.php
50,0:06:06.21,84,Mike Draney,M,Unknown,28/07/2001,"IJA, Wisconsin",https://dev.juggle.org/history/champs/champs2001.php
51,0:06:07.00,80,Adam Griffin,M,Unknown,20/07/1996,"IJA, Rapid City",https://dev.juggle.org/history/champs/champs1996.php
52,0:06:10.00,71,Karel Schuller,M,NLD,08/08/2026,European Joggling Championships 2026 - Road Races,https://drive.google.com/file/d/1v5KXHNKD3UqQcFqTQ_POWGjEc5X8w7t7/view?usp=sharing
53,0:06:13.66,61,Joe Lyons,M,Unknown,25/07/2015,"IJA, Quebec",http://www.juggling.org/orgs/ija/champs.txt
54,0:06:17.00,50,Koutaro Kawano,M,JPN,28/04/2021,Time Trial,https://www.strava.com/activities/5204608300
55,0:06:18.00,48,Calvin Staley,M,USA,01/03/2024,Track Time Trial,https://youtu.be/ckLU3dX1R6o?si=Jih0hpTUyRnfc8RD
56,0:06:25.00,31,Jim Shellard,M,Unknown,24/07/1993,"IJA, Fargo",http://www.juggling.org/orgs/ija/champs.txt
57,0:06:32.00,18,Alistair Richards,M,GBR,08/08/2026,European Joggling Championships 2026 - Road Races,https://drive.google.com/file/d/1v5KXHNKD3UqQcFqTQ_POWGjEc5X8w7t7/view?usp=sharing
58,0:06:33.00,16,Shimon Levikov,M,DEU,08/08/2026,European Joggling Championships 2026 - Road Races,https://drive.google.com/file/d/1v5KXHNKD3UqQcFqTQ_POWGjEc5X8w7t7/view?usp=sharing
59,0:06:35.16,14,Gil Pontius,M,Unknown,05/08/2000,"IJA, Montreal",https://dev.juggle.org/history/champs/champs2000.php
60,0:06:39.00,8,Joshua Edleman,M,Unknown,05/08/2000,"IJA, Montreal",https://dev.juggle.org/history/champs/champs2000.php
61,0:06:44.00,4,Jeff Lutkus,M,USA,30/07/2016,"IJA, El Paso, Texas",IJA Database
62,0:06:45.90,3,Jacob Cowan,M,Unknown,19/07/2025,"IJA, Evansville",IJA Database
63,0:06:46.00,2,Joe Kara,M,AUS,08/08/2026,European Joggling Championships 2026 - Road Races,https://drive.google.com/file/d/1v5KXHNKD3UqQcFqTQ_POWGjEc5X8w7t7/view?usp=sharing
64,0:06:47.00,2,Nicolas Souren,M,Unknown,30/07/2016,"IJA, El Paso, Texas",IJA Database
65,0:06:48.00,1,Jamal da Silva Ermisch,M,DEU,08/08/2026,European Joggling Championships 2026 - Road Races,https://drive.google.com/file/d/1v5KXHNKD3UqQcFqTQ_POWGjEc5X8w7t7/view?usp=sharing
66,0:06:49.00,1,Bo Butze,M,DEU,08/08/2026,European Joggling Championships 2026 - Road Races,https://drive.google.com/file/d/1v5KXHNKD3UqQcFqTQ_POWGjEc5X8w7t7/view?usp=sharing
67,0:06:54.20,0,Craig Muhlenkamp,M,USA,2020,"IJA, Virtual",IJA Database
68,0:06:55.00,0,Vasek Peca,M,CZE,08/08/2026,European Joggling Championships 2026 - Road Races,https://drive.google.com/file/d/1v5KXHNKD3UqQcFqTQ_POWGjEc5X8w7t7/view?usp=sharing
69,0:07:00.00,0,Simon George,M,Unknown,05/08/2000,"IJA, Montreal",https://dev.juggle.org/history/champs/champs2000.php
70,0:07:02.80,0,Torrey Hamilton,M,Unknown,19/07/2025,"IJA, Evansville",IJA Database
71,0:07:04.00,0,Adam Eckman,M,Unknown,30/07/2016,"IJA, El Paso, Texas",IJA Database
72,0:07:05.00,0,Simeon Doetsch,M,DEU,08/08/2026,European Joggling Championships 2026 - Road Races,https://drive.google.com/file/d/1v5KXHNKD3UqQcFqTQ_POWGjEc5X8w7t7/view?usp=sharing
73,0:07:06.67,0,Arnav Rathi,M,Unknown,19/07/2025,"IJA, Evansville",IJA Database
74,0:07:08.00,0,Ben Schoenberg,M,Unknown,15/07/1998,"IJA, Primm",IJA Database
75,0:07:10.00,0,Charles Williams,M,Unknown,06/08/1997,"IJA, Pittsburgh",https://dev.juggle.org/history/champs/champs1997.php
76,0:07:12.00,0,Kaupo Pilder,M,EST,08/08/2026,European Joggling Championships 2026 - Road Races,https://drive.google.com/file/d/1v5KXHNKD3UqQcFqTQ_POWGjEc5X8w7t7/view?usp=sharing
77,0:07:14.00,0,Matt Bagley,M,Unknown,30/07/2016,"IJA, El Paso, Texas",IJA Database
78,0:07:15.00,0,Tim Baird,M,Unknown,05/08/2000,"IJA, Montreal",https://dev.juggle.org/history/champs/champs2000.php
79,0:07:16.00,0,Primoz Sesek,M,SVN,08/08/2026,European Joggling Championships 2026 - Road Races,https://drive.google.com/file/d/1v5KXHNKD3UqQcFqTQ_POWGjEc5X8w7t7/view?usp=sharing
80,0:07:19.00,0,Mike Moore,M,USA,30/07/2016,"IJA, El Paso, Texas",IJA Database
81,0:07:20.82,0,Aaron Heilig,M,Unknown,19/07/2025,"IJA, Evansville",IJA Database
82,0:07:24.00,0,Neil Jordan,M,Unknown,30/07/2016,"IJA, El Paso, Texas",IJA Database
83,0:07:24.00,0,Nick Matsakis,M,Unknown,24/07/1993,"IJA, Fargo",http://www.juggling.org/orgs/ija/champs.txt
84,0:07:25.00,0,Vytas Vaitkus,M,Unknown,28/07/2001,"IJA, Wisconsin",https://dev.juggle.org/history/champs/champs2001.php
85,0:07:25.05,0,Steve Caruso,M,Unknown,28/07/2001,"IJA, Wisconsin",https://dev.juggle.org/history/champs/champs2001.php
86,0:07:26.00,0,Samuel Tittelein,M,FRA,08/08/2026,European Joggling Championships 2026 - Road Races,https://drive.google.com/file/d/1v5KXHNKD3UqQcFqTQ_POWGjEc5X8w7t7/view?usp=sharing
87,0:07:26.00,0,Uros Marolt,M,SVN,08/08/2026,European Joggling Championships 2026 - Road Races,https://drive.google.com/file/d/1v5KXHNKD3UqQcFqTQ_POWGjEc5X8w7t7/view?usp=sharing
88,0:07:29.00,0,Nathan Wakefield,M,Unknown,30/07/2016,"IJA, El Paso, Texas",IJA Database
89,0:07:31.00,0,Pavol Hlavaty,M,SVK,08/08/2026,European Joggling Championships 2026 - Road Races,https://drive.google.com/file/d/1v5KXHNKD3UqQcFqTQ_POWGjEc5X8w7t7/view?usp=sharing
90,0:07:35.00,0,David Groth,M,Unknown,06/08/1997,"IJA, Pittsburgh",https://dev.juggle.org/history/champs/champs1997.php
91,0:07:41.00,0,Luuk Hofmeijer,M,NLD,08/08/2026,European Joggling Championships 2026 - Road Races,https://drive.google.com/file/d/1v5KXHNKD3UqQcFqTQ_POWGjEc5X8w7t7/view?usp=sharing
92,0:07:48.00,0,Onur Erdem,M,TUR,08/08/2026,European Joggling Championships 2026 - Road Races,https://drive.google.com/file/d/1v5KXHNKD3UqQcFqTQ_POWGjEc5X8w7t7/view?usp=sharing
93,0:07:48.00,0,Rick Kwiatkowski,M,USA,27/07/2023,Time Trial,https://www.strava.com/activities/9534592553
94,0:07:50.00,0,Glen Ritter,M,Unknown,28/07/2001,"IJA, Wisconsin",https://dev.juggle.org/history/champs/champs2001.php
95,0:07:54.00,0,David Rush,M,USA,28/10/2019,Time Trial (GWR),Blindfolded! https://www.youtube.com/watch?v=TdYXwSeqxOk
96,0:07:55.00,0,Tobias Ludwig,M,DEU,08/08/2026,European Joggling Championships 2026 - Road Races,https://drive.google.com/file/d/1v5KXHNKD3UqQcFqTQ_POWGjEc5X8w7t7/view?usp=sharing
97,0:08:07.00,0,Co Stuifbergen,M,NLD,08/08/2026,European Joggling Championships 2026 - Road Races,https://drive.google.com/file/d/1v5KXHNKD3UqQcFqTQ_POWGjEc5X8w7t7/view?usp=sharing
98,0:08:08.00,0,Leander Weise,M,DEU,08/08/2026,European Joggling Championships 2026 - Road Races,https://drive.google.com/file/d/1v5KXHNKD3UqQcFqTQ_POWGjEc5X8w7t7/view?usp=sharing
99,0:08:10.00,0,Jack Hirschowitz,M,USA,15/07/1998,"IJA, Primm",IJA Database
100,0:08:18.00,0,Shahar Cohen,M,ISR,08/08/2026,European Joggling Championships 2026 - Road Races,https://drive.google.com/file/d/1v5KXHNKD3UqQcFqTQ_POWGjEc5X8w7t7/view?usp=sharing
101,0:08:18.00,0,Charles Schweitzer,M,USA,28/07/2001,"IJA, Wisconsin",https://dev.juggle.org/history/champs/champs2001.php
102,0:08:20.08,0,Jean-Guy Beaudry,M,CAN,19/07/2025,"IJA, Evansville",IJA Database
103,0:08:23.00,0,Krzysztof Riewold,M,POL,08/08/2026,European Joggling Championships 2026 - Road Races,https://drive.google.com/file/d/1v5KXHNKD3UqQcFqTQ_POWGjEc5X8w7t7/view?usp=sharing
104,0:08:23.00,0,Andrew Rose Gregory,M,USA,26/07/2024,Time Trial,https://x.com/arosegregory/status/1816673221904630124?t=0G-4ADm3Fxoa9tI6r-mhPQ&s=19
105,0:08:27.20,0,Bob Neuman,M,Unknown,13/08/1994,"IJA, Vermont",https://dev.juggle.org/history/champs/champs1994.php
106,0:08:31.00,0,Chuck Hawley,M,Unknown,20/07/1996,"IJA, Rapid City",https://dev.juggle.org/history/champs/champs1996.php
107,0:08:31.00,0,Daniel Margulis,M,Unknown,20/07/1996,"IJA, Rapid City",https://dev.juggle.org/history/champs/champs1996.php
108,0:08:32.00,0,Stephan Neinhardt,M,DEU,08/08/2026,European Joggling Championships 2026 - Road Races,https://drive.google.com/file/d/1v5KXHNKD3UqQcFqTQ_POWGjEc5X8w7t7/view?usp=sharing
109,0:08:33.00,0,Pavel Matula,M,CZE,08/08/2026,European Joggling Championships 2026 - Road Races,https://drive.google.com/file/d/1v5KXHNKD3UqQcFqTQ_POWGjEc5X8w7t7/view?usp=sharing
110,0:08:42.20,0,Ralph Kidner,M,GBR,25/06/2025,"Hyde Park Harriers Summer Mile, Leeds",https://racebest.com/results/6urea
111,0:08:44.00,0,Riley McLincha,M,USA,13/08/2012,"Pride Stadium, Clio MI",https://recordsetter.com/world-record/run-mile-while-dribbling-three-basketballs/17315?autoplay=false
112,0:09:00.00,0,Simon Hilbich,M,DEU,08/08/2026,European Joggling Championships 2026 - Road Races,https://drive.google.com/file/d/1v5KXHNKD3UqQcFqTQ_POWGjEc5X8w7t7/view?usp=sharing
113,0:09:10.00,0,Chuck Worrell,M,Unknown,13/08/1994,"IJA, Vermont",https://dev.juggle.org/history/champs/champs1994.php
114,0:09:24.00,0,Junya Inoue,M,JPN,08/08/2026,European Joggling Championships 2026 - Road Races,https://drive.google.com/file/d/1v5KXHNKD3UqQcFqTQ_POWGjEc5X8w7t7/view?usp=sharing
115,0:09:31.00,0,Beer van Noordwijk,M,NLD,08/08/2026,European Joggling Championships 2026 - Road Races,https://drive.google.com/file/d/1v5KXHNKD3UqQcFqTQ_POWGjEc5X8w7t7/view?usp=sharing
116,0:09:43.62,0,Nick Leonardi,M,Unknown,19/07/2025,"IJA, Evansville",IJA Database
117,0:09:44.00,0,Samuel Bastida,M,NZL,08/08/2026,European Joggling Championships 2026 - Road Races,https://drive.google.com/file/d/1v5KXHNKD3UqQcFqTQ_POWGjEc5X8w7t7/view?usp=sharing
118,0:13:09.00,0,Anthony Zeszut,M,Unknown,30/07/2016,"IJA, El Paso, Texas",IJA Database
119,0:19:47.00,0,Caleb Black,M,Unknown,2020,"IJA, Virtual",IJA Database
