Date,Year,Distance,Event / Venue,Joggler,Gender,Nationality,Finish Time,Drops,Notes / Result Links,total_seconds,IAAF Points
21/07/2012,2012,5b 100m,"IJA, Winston-Salem",Keith McNeill,M,0,0:01:09.40,?,IJA Database,69.4,0
21/07/2012,2012,3b 400m,"IJA, Winston-Salem",Colin Bevis,M,0,0:01:09.80,?,IJA Database,69.8,86
21/07/2012,2012,3b 400m,"IJA, Winston-Salem",Nicolas Souren,M,0,0:01:10.10,?,IJA Database,70.1,80
21/07/2012,2012,5b 100m,"IJA, Winston-Salem",Len Ferman,M,USA,0:01:10.80,?,IJA Database,70.8,0
21/07/2012,2012,5b 100m,"IJA, Winston-Salem",Zachary Turner,M,0,0:01:11.20,?,IJA Database,71.2,0
21/07/2012,2012,3b 4x100m,"IJA, Winston-Salem","Peter Prokop, Neelraj Arjune, Jacob Biesiada, Mark Fiore",M,0,0:01:13.00,?,IJA Database,73.0,0
21/07/2012,2012,5b 100m,"IJA, Winston-Salem",Riga Moettus,F,0,0:01:14.10,?,IJA Database,74.1,0
21/07/2012,2012,3b 4x100m,"IJA, Winston-Salem","Chris Dokler, Joe Straitiff, Chuck Ritzler, Dylan Waickman",M,0,0:01:14.50,?,IJA Database,74.5,0
21/07/2012,2012,3b 400m,"IJA, Winston-Salem",Dylan Waickman,M,0,0:01:18.90,?,IJA Database,78.9,0
21/07/2012,2012,3b 400m,"IJA, Winston-Salem",Alex Koren,M,0,0:01:21.80,?,IJA Database,81.8,0
21/07/2012,2012,3b 400m,"IJA, Winston-Salem",Reid Johnson,M,0,0:01:22.00,?,IJA Database,82.0,0
21/07/2012,2012,3b 400m,"IJA, Winston-Salem",Zachary Turner,M,0,0:01:22.70,?,IJA Database,82.7,0
21/07/2012,2012,3b 400m,"IJA, Winston-Salem",Graham Rowe,M,0,0:01:24.10,?,IJA Database,84.1,0
21/07/2012,2012,3b 400m,"IJA, Winston-Salem",Keith McNeill,M,0,0:01:25.50,?,IJA Database,85.5,0
21/07/2012,2012,3b 400m,"IJA, Winston-Salem",Peter Prokop,M,0,0:01:25.60,?,IJA Database,85.6,0
21/07/2012,2012,3b 400m,"IJA, Winston-Salem",Nathan Wakefield,M,0,0:01:27.30,?,IJA Database,87.3,0
21/07/2012,2012,3b 400m,"IJA, Winston-Salem",Anders Kierulf,M,0,0:01:27.90,?,IJA Database,87.9,0
21/07/2012,2012,3b 400m,"IJA, Winston-Salem",Jack Denger,M,0,0:01:28.70,?,IJA Database,88.7,0
21/07/2012,2012,3b 400m,"IJA, Winston-Salem",Mark Fiore,M,USA,0:01:29.00,?,IJA Database,89.0,0
21/07/2012,2012,7b 100m,"IJA, Winston-Salem",Jack Denger,M,0,0:01:29.90,?,IJA Database,89.9,0
21/07/2012,2012,3b 400m,"IJA, Winston-Salem",Neelraj Arjune,M,0,0:01:30.00,?,IJA Database,90.0,0
21/07/2012,2012,3b 400m,"IJA, Winston-Salem",Jacob Biesiada,M,0,0:01:31.60,?,IJA Database,91.6,0
21/07/2012,2012,3b 400m,"IJA, Winston-Salem",Maggie Armstrong,F,0,0:01:34.30,?,IJA Database,94.3,82
21/07/2012,2012,3b 4x100m,"IJA, Winston-Salem","Elise Johnson, Riga Moettus, Laura Schroeder, Alayna Bowlin",F,0,0:01:35.60,?,IJA Database,95.6,2
21/07/2012,2012,3b 400m,"IJA, Winston-Salem",Jack Hirschowitz,M,USA,0:01:42.00,?,IJA Database,102.0,0
21/07/2012,2012,5b 100m,"IJA, Winston-Salem",Graham Rowe,M,0,0:01:42.00,?,IJA Database,102.0,0
21/07/2012,2012,3b 400m,"IJA, Winston-Salem",Sydney Paugh,F,0,0:01:43.60,?,IJA Database,103.6,13
21/07/2012,2012,3b 4x100m,"IJA, Winston-Salem","Josh Jarosz, Erick Mori-Quimper, Derek Hahn, Michael Mazur",M,0,0:01:50.50,?,IJA Database,110.5,0
21/07/2012,2012,7b 100m,"IJA, Winston-Salem",Albert Lucas,M,USA,0:01:51.90,?,IJA Database,111.9,0
21/07/2012,2012,5b 100m,"IJA, Winston-Salem",Sydney Paugh,F,0,0:01:56.50,?,IJA Database,116.5,0
21/07/2012,2012,3b 400m,"IJA, Winston-Salem",Danny Hodge,M,0,0:01:57.50,?,IJA Database,117.5,0
21/07/2012,2012,5b 100m,"IJA, Winston-Salem",Elise Johnson,F,0,0:01:58.80,?,IJA Database,118.8,0
21/07/2012,2012,3b 4x100m,"IJA, Winston-Salem","Sydney Paugh, Hannah Bowlin, Maggie Armstrong, Mary Geeves",F,0,0:02:00.00,?,IJA Database,120.0,0
21/07/2012,2012,3b 400m,"IJA, Winston-Salem",Larry Schonhofen,M,0,0:02:00.90,?,IJA Database,120.9,0
21/07/2012,2012,5b 100m,"IJA, Winston-Salem",Maggie Armstrong,F,0,0:02:01.40,?,IJA Database,121.4,0
21/07/2012,2012,3b 400m,"IJA, Winston-Salem",Michael Mazur,M,0,0:02:06.40,?,IJA Database,126.4,0
21/07/2012,2012,3b 400m,"IJA, Winston-Salem",Elise Johnson,F,0,0:02:10.10,?,IJA Database,130.1,0
21/07/2012,2012,3b 400m,"IJA, Winston-Salem",Hannah Bowlin,F,0,0:02:17.10,?,IJA Database,137.1,0
21/07/2012,2012,3b 400m,"IJA, Winston-Salem",Derek Hahn,M,0,0:02:20.40,?,IJA Database,140.4,0
21/07/2012,2012,5b 400m,"IJA, Winston-Salem",Jack Denger,M,0,0:02:25.40,?,IJA Database,145.4,0
21/07/2012,2012,5b 400m,"IJA, Winston-Salem",Nicolas Souren,M,0,0:02:26.50,?,IJA Database,146.5,0
21/07/2012,2012,3b 400m,"IJA, Winston-Salem",Laura Schroeder,F,0,0:02:30.80,?,IJA Database,150.8,0
21/07/2012,2012,3b 800m,"IJA, Winston-Salem",Len Ferman,M,USA,0:02:33.00,?,IJA Database,153.0,166
21/07/2012,2012,3b 100m,"IJA, Winston-Salem",Laura Dickerson,F,0,0:02:46.70,?,IJA Database,166.7,0
21/07/2012,2012,3b 800m,"IJA, Winston-Salem",Dylan Waickman,M,0,0:02:54.00,?,IJA Database,174.0,12
21/07/2012,2012,7b 100m,"IJA, Winston-Salem",Mark Fiore,M,USA,0:02:54.40,?,IJA Database,174.4,0
21/07/2012,2012,3b 800m,"IJA, Winston-Salem",Jason Matkowksi,M,0,0:02:56.00,?,IJA Database,176.0,7
21/07/2012,2012,3b 800m,"IJA, Winston-Salem",Colin Bevis,M,0,0:03:03.00,?,IJA Database,183.0,0
21/07/2012,2012,5b 100m,"IJA, Winston-Salem",Laura Schroeder,F,0,0:03:03.80,?,IJA Database,183.8,0
21/07/2012,2012,7b 100m,"IJA, Winston-Salem",Chris Lovdal,M,0,0:03:04.00,?,IJA Database,184.0,0
21/07/2012,2012,5b 100m,"IJA, Winston-Salem",Alayna Bowlin,F,0,0:03:05.10,?,IJA Database,185.1,0
21/07/2012,2012,3b 800m,"IJA, Winston-Salem",Nathan Wakefield,M,0,0:03:10.00,?,IJA Database,190.0,0
21/07/2012,2012,3b 800m,"IJA, Winston-Salem",Chuck Ritzler,M,0,0:03:14.00,?,IJA Database,194.0,0
21/07/2012,2012,3b 800m,"IJA, Winston-Salem",Anders Kierulf,M,0,0:03:21.00,?,IJA Database,201.0,0
21/07/2012,2012,5b 400m,"IJA, Winston-Salem",Reid Johnson,M,0,0:03:23.40,?,IJA Database,203.4,0
21/07/2012,2012,3b 800m,"IJA, Winston-Salem",Neelraj Arjune,M,0,0:03:29.00,?,IJA Database,209.0,0
21/07/2012,2012,3b 800m,"IJA, Winston-Salem",Jacob Biesiada,M,0,0:03:33.00,?,IJA Database,213.0,0
21/07/2012,2012,5b 400m,"IJA, Winston-Salem",Chris Dokler,M,0,0:03:37.40,?,IJA Database,217.4,0
21/07/2012,2012,3b 800m,"IJA, Winston-Salem",Maggie Armstrong,F,0,0:03:44.00,?,IJA Database,224.0,46
21/07/2012,2012,3b 800m,"IJA, Winston-Salem",Joe Straitiff,M,0,0:03:50.00,?,IJA Database,230.0,0
21/07/2012,2012,7b 100m,"IJA, Winston-Salem",Danny Hodge,M,0,0:03:53.00,?,IJA Database,233.0,0
21/07/2012,2012,3b 800m,"IJA, Winston-Salem",Derek Hahn,M,0,0:03:54.00,?,IJA Database,234.0,0
21/07/2012,2012,3b 400m,"IJA, Winston-Salem",Mary Geeves,F,0,0:03:56.50,?,IJA Database,236.5,0
21/07/2012,2012,7b 100m,"IJA, Winston-Salem",Joey Spicola,M,0,0:04:02.00,?,IJA Database,242.0,0
21/07/2012,2012,3b 800m,"IJA, Winston-Salem",Elise Johnson,F,0,0:04:10.00,?,IJA Database,250.0,0
21/07/2012,2012,3b 800m,"IJA, Winston-Salem",Michael Mazur,M,0,0:04:14.00,?,IJA Database,254.0,0
21/07/2012,2012,3b 800m,"IJA, Winston-Salem",Sydney Paugh,F,0,0:04:15.00,?,IJA Database,255.0,0
21/07/2012,2012,5b 400m,"IJA, Winston-Salem",Joey Spicola,M,0,0:04:26.80,?,IJA Database,266.8,0
21/07/2012,2012,5b 400m,"IJA, Winston-Salem",Danny Hodge,M,0,0:04:39.10,?,IJA Database,279.1,0
21/07/2012,2012,3b 800m,"IJA, Winston-Salem",Larry Schonhofen,M,0,0:04:58.00,?,IJA Database,298.0,0
21/07/2012,2012,3b 800m,"IJA, Winston-Salem",Hannah Bowlin,F,0,0:05:06.00,?,IJA Database,306.0,0
21/07/2012,2012,5b 400m,"IJA, Winston-Salem",Riga Moettus,F,0,0:05:23.80,?,IJA Database,323.8,0
21/07/2012,2012,5b 400m,"IJA, Winston-Salem",Len Ferman,M,USA,0:05:29.40,?,IJA Database,329.4,0
21/07/2012,2012,3b 1600m,"IJA, Winston-Salem",Dylan Waickman,M,0,0:06:22.00,?,IJA Database,382.0,0
21/07/2012,2012,3b 1600m,"IJA, Winston-Salem",Nathan Wakefield,M,0,0:06:58.00,?,IJA Database,418.0,0
21/07/2012,2012,3b 1600m,"IJA, Winston-Salem",Colin Bevis,M,0,0:07:07.00,?,IJA Database,427.0,0
21/07/2012,2012,3b 800m,"IJA, Winston-Salem",Mary Geeves,F,0,0:08:02.00,?,IJA Database,482.0,0
21/07/2012,2012,3b 1600m,"IJA, Winston-Salem",Anders Kierulf,M,0,0:08:04.00,?,IJA Database,484.0,0
21/07/2012,2012,3b 1600m,"IJA, Winston-Salem",Jack Hirschowitz,M,USA,0:08:11.00,?,IJA Database,491.0,0
21/07/2012,2012,3b 1600m,"IJA, Winston-Salem",Jacob Biesiada,M,0,0:08:29.00,?,IJA Database,509.0,0
21/07/2012,2012,3b 1600m,"IJA, Winston-Salem",Neelraj Arjune,M,0,0:08:33.00,?,IJA Database,513.0,0
21/07/2012,2012,3b 1600m,"IJA, Winston-Salem",Derek Hahn,M,0,0:09:02.00,?,IJA Database,542.0,0
21/07/2012,2012,3b 1600m,"IJA, Winston-Salem",Alayna Bowlin,F,0,0:09:24.00,?,IJA Database,564.0,0
21/07/2012,2012,3b 1600m,"IJA, Winston-Salem",Mary Geeves,F,0,0:16:00.00,?,IJA Database,960.0,0
21/07/2012,2012,3b 400m,"IJA, Winston-Salem",Laura Dickerson,F,0,0:18:22.00,?,IJA Database,1102.0,0
23/06/2012,2012,3b 5km,"Fishers Freedom 5km, Indiana",Bob Evans,M,USA,0:16:34.00,?,https://www.onlineraceresults.com/race/view_race.php?race_id=25925&num=15&split=TIME&submit_action=Refresh+Leaders#racetop,994.0,552
23/06/2012,2012,3b 5km,"Fishers Freedom 5km, Indiana",Trish Evans,F,USA,0:20:10.00,?,https://www.onlineraceresults.com/race/view_race.php?race_id=25925&num=15&split=TIME&submit_action=Refresh+Leaders#racetop,1210.0,640
16/04/2012,2012,3b Marathon,Boston Marathon,Tom Gounley,M,USA,3:52:33.00,?,http://registration.baa.org/2012/cf/public/iframe_ResultsSearch.cfm?mode=results  https://www.youtube.com/watch?v=LYoont-ebxA,13953.0,51
04/03/2012,2012,3b 5km,"Super Kids Sunday 5k, Long Beach, California",Bob Evans,M,USA,0:16:42.00,?,https://thejoggler.blogspot.com/2012/03/bob-evans-lowers-5k-joggling-record-to.html,1002.0,532
18/02/2012,2012,3b 5km,Highbury Fields Parkrun,Ralph Kidner,M,GBR,0:25:37.00,?,https://www.parkrun.org.uk/highburyfields/results/15/,1537.0,0
16/11/2011,2011,3b Half Marathon,"Des Moines Half Marathon, Iowa",Tyler Wishau,M,USA,1:25:45.00,?,https://www.onlineraceresults.com/race/view_race.php?race_id=21745&re_NO=e.g.%2C+1946&re_FN=e.g.%2C+Joe&re_LN=Wishau&re_CITY=&re_STATE=&re_DIVISION=&submit_action=select_result&race_id=21745#results      https://www.dmu.edu/blog/2012/03/joggler-juggles-more-than-medical-school/,5145.0,358
12/11/2011,2011,3b 10km,"Mandarin Run, Jacksonville, Florida",Bob Evans,M,USA,0:35:41.00,?,http://1stplacesports.com/man11gradedres.htm,2141.0,536
12/11/2011,2011,3b 10km,"Mandarin Run, Jacksonville, Florida",Trish Evans,F,USA,0:42:58.00,?,http://www.recordholders.org/en/list/joggling.html,2578.0,642
12/11/2011,2011,3b Marathon,SunTrust Richmond (Virginia) Marathon,Jesse Joyner,M,USA,5:48:17.00,4,https://www.trackshackresults.com/richmond/results/2011/mar_results.php?Link=5&Type=3&LName=Joyner&FName=Jesse&City=&State=&Country=,20897.0,0
06/11/2011,2011,3b Marathon,New York City Marathon,Jack Hirschowitz,M,USA,4:43:53.00,?,http://www.marathonguide.com/results/search.cfm,17033.0,0
29/10/2011,2011,3b 5km,"Race for the Cure in Nashville, Tennessee",Bob Evans,M,USA,0:16:51.00,?,https://www.prweb.com/releases/catchitearly/joggling-world-record/prweb8929941.htm,1011.0,511
09/10/2011,2011,3b Marathon,Chicago Marathon,Perry Romanowski,M,USA,3:35:58.00,?,https://chicago-history.r.mikatiming.com/2021/?pid=search,12958.0,133
28/08/2011,2011,3b Ultra (57m),Boston 12 Hour Race,Tim Butler,M,GBR,12:00:00.00,?,Marathon #7: https://www.joggling.co.uk/Marathon-List,43200.0,0
09/08/2011,2011,5b 400m,Time Trial,Matthew Feldman,M,USA,0:01:10.50,0,https://www.youtube.com/watch?v=cLH2TQC3KiQ  https://www.guinnessworldrecords.com/world-records/fastest-400-m-joggling-with-five-objects-male,70.5,73
20/07/2011,2011,3b 100m,"IJA, Rochester",Chris Lovdal,M,0,0:00:14.28,?,IJA Database,14.28,180
20/07/2011,2011,3b 100m,"IJA, Rochester",Tyler Wishau,M,USA,0:00:14.48,?,IJA Database,14.48,155
20/07/2011,2011,3b 100m,"IJA, Rochester",David Mlakar,M,0,0:00:15.21,?,IJA Database,15.21,78
20/07/2011,2011,3b 100m,"IJA, Rochester",Len Ferman,M,USA,0:00:15.60,?,IJA Database,15.6,47
20/07/2011,2011,3b 100m,"IJA, Rochester",Dylan Waickman,M,0,0:00:15.71,?,IJA Database,15.71,40
20/07/2011,2011,3b 100m,"IJA, Rochester",Anders Kierulf,M,0,0:00:15.81,?,IJA Database,15.81,34
20/07/2011,2011,3b 100m,"IJA, Rochester",Andrew Hodge,M,0,0:00:15.83,?,IJA Database,15.83,33
20/07/2011,2011,3b 100m,"IJA, Rochester",Paul Arneberg,M,0,0:00:16.04,?,IJA Database,16.04,22
20/07/2011,2011,3b 100m,"IJA, Rochester",Trish Evans,F,USA,0:00:16.29,?,IJA Database,16.29,322
20/07/2011,2011,3b 100m,"IJA, Rochester",Dave Kadlec,M,0,0:00:16.30,?,IJA Database,16.3,11
20/07/2011,2011,3b 100m,"IJA, Rochester",Kevin Giblin,M,0,0:00:16.40,?,IJA Database,16.4,8
20/07/2011,2011,3b 100m,"IJA, Rochester",Mike Moore,M,USA,0:00:16.61,?,IJA Database,16.61,3
20/07/2011,2011,3b 100m,"IJA, Rochester",Colin Revere,M,0,0:00:16.66,?,IJA Database,16.66,2
20/07/2011,2011,3b 100m,"IJA, Rochester",Daniel Rose,M,0,0:00:16.69,?,IJA Database,16.69,2
20/07/2011,2011,3b 100m,"IJA, Rochester",Andrew Ruiz,M,0,0:00:16.91,?,IJA Database,16.91,0
20/07/2011,2011,3b 100m,"IJA, Rochester",Joey Spicola,M,0,0:00:17.21,?,IJA Database,17.21,0
20/07/2011,2011,3b 100m,"IJA, Rochester",Sydney Paugh,F,0,0:00:17.79,?,IJA Database,17.79,174
20/07/2011,2011,3b 100m,"IJA, Rochester",Reid Johnson,M,0,0:00:17.86,?,IJA Database,17.86,0
20/07/2011,2011,3b 100m,"IJA, Rochester",John Kilgust,M,0,0:00:18.80,?,IJA Database,18.8,0
20/07/2011,2011,3b 100m,"IJA, Rochester",Graham Rowe,M,0,0:00:18.95,?,IJA Database,18.95,0
20/07/2011,2011,3b 100m,"IJA, Rochester",Maggie Armstrong,F,0,0:00:19.10,?,IJA Database,19.1,82
20/07/2011,2011,3b 100m,"IJA, Rochester",Mara Moettus,F,0,0:00:19.16,?,IJA Database,19.16,79
20/07/2011,2011,3b 100m,"IJA, Rochester",Danny Hodge,M,0,0:00:19.35,?,IJA Database,19.35,0
20/07/2011,2011,3b 100m,"IJA, Rochester",Tom McClintock,M,0,0:00:19.58,?,IJA Database,19.58,0
20/07/2011,2011,3b 100m,"IJA, Rochester",Alayna Bowlin,F,0,0:00:20.46,?,IJA Database,20.46,23
20/07/2011,2011,3b 100m,"IJA, Rochester",Ryan Paul,M,0,0:00:20.66,?,IJA Database,20.66,0
20/07/2011,2011,3b 100m,"IJA, Rochester",Chris Dokler,M,0,0:00:20.80,?,IJA Database,20.8,0
20/07/2011,2011,3b 100m,"IJA, Rochester",Peter Brunette,M,0,0:00:20.87,?,IJA Database,20.87,0
20/07/2011,2011,3b 100m,"IJA, Rochester",Jacob Biesiada,M,0,0:00:21.25,?,IJA Database,21.25,0
20/07/2011,2011,3b 100m,"IJA, Rochester",Hannah Bowlin,F,0,0:00:21.33,?,IJA Database,21.33,4
20/07/2011,2011,3b 100m,"IJA, Rochester",Hannah Stoehr,F,0,0:00:22.15,?,IJA Database,22.15,0
20/07/2011,2011,3b 100m,"IJA, Rochester",Scott Geyman,M,0,0:00:22.69,?,IJA Database,22.69,0
20/07/2011,2011,3b 100m,"IJA, Rochester",Michael Barreto,M,0,0:00:22.84,?,IJA Database,22.84,0
20/07/2011,2011,3b 100m,"IJA, Rochester",Riga Moettus,F,0,0:00:23.15,?,IJA Database,23.15,0
20/07/2011,2011,3b 100m,"IJA, Rochester",Chuck Ritzler,M,0,0:00:23.58,?,IJA Database,23.58,0
20/07/2011,2011,3b 100m,"IJA, Rochester",Ty Evans,M,0,0:00:24.27,?,IJA Database,24.27,0
20/07/2011,2011,3b 100m,"IJA, Rochester",Taylor Glenn,F,0,0:00:24.39,?,IJA Database,24.39,0
20/07/2011,2011,3b 100m,"IJA, Rochester",Mike DeSalvo,M,0,0:00:24.69,?,IJA Database,24.69,0
20/07/2011,2011,3b 100m,"IJA, Rochester",Anna Gratzer,F,0,0:00:25.10,?,IJA Database,25.1,0
20/07/2011,2011,3b 100m,"IJA, Rochester",Megan Hussey,F,0,0:00:26.46,?,IJA Database,26.46,0
20/07/2011,2011,3b 200m,"IJA, Rochester",Eric Walter,M,0,0:00:26.81,?,IJA Database,26.81,382
20/07/2011,2011,5b 100m,"IJA, Rochester",Jack Denger,M,0,0:00:27.15,?,IJA Database,27.15,0
20/07/2011,2011,3b 100m,"IJA, Rochester",Sofia Meyer,F,0,0:00:27.77,?,IJA Database,27.77,0
20/07/2011,2011,5b 100m,"IJA, Rochester",Andrew Ruiz,M,0,0:00:28.66,?,IJA Database,28.66,0
20/07/2011,2011,3b 100m,"IJA, Rochester",Nicholas Eaton,M,0,0:00:28.83,?,IJA Database,28.83,0
20/07/2011,2011,3b 200m,"IJA, Rochester",Chris Lovdal,M,0,0:00:28.91,?,IJA Database,28.91,219
20/07/2011,2011,3b 100m,"IJA, Rochester",Alex Koren,M,0,0:00:29.02,?,IJA Database,29.02,0
20/07/2011,2011,5b 100m,"IJA, Rochester",Jack Levy,M,0,0:00:29.48,?,IJA Database,29.48,0
20/07/2011,2011,3b 200m,"IJA, Rochester",Tyler Wishau,M,USA,0:00:30.06,?,IJA Database,30.06,149
20/07/2011,2011,3b 100m,"IJA, Rochester",Katie Evans,F,0,0:00:30.23,?,IJA Database,30.23,0
20/07/2011,2011,3b 200m,"IJA, Rochester",Len Ferman,M,USA,0:00:31.03,?,IJA Database,31.03,101
20/07/2011,2011,3b 200m,"IJA, Rochester",Dylan Waickman,M,0,0:00:31.16,?,IJA Database,31.16,95
20/07/2011,2011,3b 100m,"IJA, Rochester",Nick Hiniker,M,0,0:00:31.21,?,IJA Database,31.21,0
20/07/2011,2011,3b 200m,"IJA, Rochester",Trish Evans,F,USA,0:00:31.83,?,IJA Database,31.83,418
20/07/2011,2011,3b 200m,"IJA, Rochester",Grace Boatman,F,0,0:00:31.87,?,IJA Database,31.87,415
20/07/2011,2011,3b 200m,"IJA, Rochester",Jack Levy,M,0,0:00:32.75,?,IJA Database,32.75,38
20/07/2011,2011,3b 100m,"IJA, Rochester",Griffin Kelley,M,0,0:00:32.80,?,IJA Database,32.8,0
20/07/2011,2011,5b 100m,"IJA, Rochester",Andrew Hodge,M,0,0:00:33.03,?,IJA Database,33.03,0
20/07/2011,2011,3b 200m,"IJA, Rochester",Anders Kierulf,M,0,0:00:33.86,?,IJA Database,33.86,13
20/07/2011,2011,3b 200m,"IJA, Rochester",Reid Johnson,M,0,0:00:36.52,?,IJA Database,36.52,0
20/07/2011,2011,3b 100m,"IJA, Rochester",Michael Mazur,M,0,0:00:36.84,?,IJA Database,36.84,0
20/07/2011,2011,3b 200m,"IJA, Rochester",Joey Spicola,M,0,0:00:38.24,?,IJA Database,38.24,0
20/07/2011,2011,3b 200m,"IJA, Rochester",Tom McClintock,M,0,0:00:39.52,?,IJA Database,39.52,0
20/07/2011,2011,3b 200m,"IJA, Rochester",Alec Bennett,M,0,0:00:40.00,?,IJA Database,40.0,0
20/07/2011,2011,5b 100m,"IJA, Rochester",Chris Lovdal,M,0,0:00:41.52,?,IJA Database,41.52,0
20/07/2011,2011,3b 200m,"IJA, Rochester",Danny Hodge,M,0,0:00:42.14,?,IJA Database,42.14,0
20/07/2011,2011,3b 200m,"IJA, Rochester",Sydney Paugh,F,0,0:00:42.82,?,IJA Database,42.82,15
20/07/2011,2011,5b 100m,"IJA, Rochester",Griffin Kelley,M,0,0:00:43.94,?,IJA Database,43.94,0
20/07/2011,2011,3b 200m,"IJA, Rochester",Riga Moettus,F,0,0:00:43.97,?,IJA Database,43.97,5
20/07/2011,2011,3b 200m,"IJA, Rochester",Jack Hirschowitz,M,USA,0:00:44.80,?,IJA Database,44.8,0
20/07/2011,2011,5b 100m,"IJA, Rochester",Joey Spicola,M,0,0:00:45.22,?,IJA Database,45.22,0
20/07/2011,2011,3b 200m,"IJA, Rochester",Sofia Meyer,F,0,0:00:45.25,?,IJA Database,45.25,0
20/07/2011,2011,3b 200m,"IJA, Rochester",Maggie Armstrong,F,0,0:00:46.51,?,IJA Database,46.51,0
20/07/2011,2011,5b 100m,"IJA, Rochester",David Mlakar,M,0,0:00:47.45,?,IJA Database,47.45,0
20/07/2011,2011,3b 200m,"IJA, Rochester",Katie Evans,F,0,0:00:48.49,?,IJA Database,48.49,0
20/07/2011,2011,3b 200m,"IJA, Rochester",Ty Evans,M,0,0:00:49.12,?,IJA Database,49.12,0
20/07/2011,2011,3b 200m,"IJA, Rochester",John Kilgust,M,0,0:00:49.95,?,IJA Database,49.95,0
20/07/2011,2011,3b 200m,"IJA, Rochester",Alayna Bowlin,F,0,0:00:50.25,?,IJA Database,50.25,0
20/07/2011,2011,3b 200m,"IJA, Rochester",Hannah Stoehr,F,0,0:00:50.29,?,IJA Database,50.29,0
20/07/2011,2011,5b 100m,"IJA, Rochester",Mike Moore,M,USA,0:00:50.36,?,IJA Database,50.36,0
20/07/2011,2011,3b 200m,"IJA, Rochester",Andrew Ruiz,M,0,0:00:51.71,?,IJA Database,51.71,0
20/07/2011,2011,5b 100m,"IJA, Rochester",Danny Gratzer,M,0,0:00:52.76,?,IJA Database,52.76,0
20/07/2011,2011,5b 100m,"IJA, Rochester",Reid Johnson,M,0,0:00:52.83,?,IJA Database,52.83,0
20/07/2011,2011,5b 100m,"IJA, Rochester",Conor Hussey,M,0,0:00:54.31,?,IJA Database,54.31,0
20/07/2011,2011,5b 100m,"IJA, Rochester",Len Ferman,M,USA,0:00:54.35,?,IJA Database,54.35,0
20/07/2011,2011,3b 4x100m,"IJA, Rochester","Chris Lovdal, Eric Walter, Tyler Wishau, Charles Schweitzer",M,0,0:00:55.82,?,IJA Database,55.82,230
20/07/2011,2011,5b 100m,"IJA, Rochester",Chris Olson,M,0,0:00:55.83,?,IJA Database,55.83,0
20/07/2011,2011,3b 400m,"IJA, Rochester",Eric Walter,M,0,0:00:57.66,?,IJA Database,57.66,464
20/07/2011,2011,5b 100m,"IJA, Rochester",Daniel Rose,M,0,0:00:57.81,?,IJA Database,57.81,0
20/07/2011,2011,5b 100m,"IJA, Rochester",Chris Dokler,M,0,0:00:58.82,?,IJA Database,58.82,0
20/07/2011,2011,5b 100m,"IJA, Rochester",Peter Brunette,M,0,0:00:58.93,?,IJA Database,58.93,0
20/07/2011,2011,5b 100m,"IJA, Rochester",Jonah Freed,M,0,0:01:00.20,?,IJA Database,60.2,0
20/07/2011,2011,5b 100m,"IJA, Rochester",Joe Gould,M,0,0:01:01.40,?,IJA Database,61.4,0
20/07/2011,2011,5b 100m,"IJA, Rochester",Danny Hodge,M,0,0:01:01.80,?,IJA Database,61.8,0
20/07/2011,2011,3b 4x100m,"IJA, Rochester","Joe Gould, Jack Levy, David Mlakar, Joey Spicola",M,0,0:01:02.20,?,IJA Database,62.2,65
20/07/2011,2011,3b 200m,"IJA, Rochester",Anna Gratzer,F,0,0:01:02.60,?,IJA Database,62.6,0
20/07/2011,2011,7b 100m,"IJA, Rochester",Jack Denger,M,0,0:01:02.80,?,IJA Database,62.8,0
20/07/2011,2011,3b 400m,"IJA, Rochester",Chris Lovdal,M,0,0:01:03.10,?,IJA Database,63.1,257
20/07/2011,2011,5b 100m,"IJA, Rochester",Dave Kadlec,M,0,0:01:03.30,?,IJA Database,63.3,0
20/07/2011,2011,3b 400m,"IJA, Rochester",Tyler Wishau,M,USA,0:01:03.60,?,IJA Database,63.6,241
20/07/2011,2011,7b 100m,"IJA, Rochester",Andrew Ruiz,M,0,0:01:05.00,?,IJA Database,65.0,0
20/07/2011,2011,5b 100m,"IJA, Rochester",Nick Hiniker,M,0,0:01:05.00,?,IJA Database,65.0,0
20/07/2011,2011,3b 400m,"IJA, Rochester",Len Ferman,M,USA,0:01:05.40,?,IJA Database,65.4,188
20/07/2011,2011,5b 100m,"IJA, Rochester",Dylan Waickman,M,0,0:01:05.50,?,IJA Database,65.5,0
20/07/2011,2011,3b 400m,"IJA, Rochester",Griffin Kelley,M,0,0:01:05.70,?,IJA Database,65.7,180
20/07/2011,2011,3b 4x100m,"IJA, Rochester","Kevin Giblin, Chris Dokler, Chuck Ritzler, Dylan Waickman",M,0,0:01:06.60,?,IJA Database,66.6,10
20/07/2011,2011,5b 100m,"IJA, Rochester",Colin Revere,M,0,0:01:08.60,?,IJA Database,68.6,0
20/07/2011,2011,3b 400m,"IJA, Rochester",Dylan Waickman,M,0,0:01:09.00,?,IJA Database,69.0,101
20/07/2011,2011,3b 200m,"IJA, Rochester",Megan Hussey,F,0,0:01:10.20,?,IJA Database,70.2,0
20/07/2011,2011,5b 100m,"IJA, Rochester",Taylor Glenn,F,0,0:01:12.00,?,IJA Database,72.0,0
