2000m SC,3000m,3000m SC,2 Miles,5000m,10000m,Points
6:42.17,9:11.14,10:23.07,9:53.78,15:45.24,33:30.82,680
6:42.36,9:11.36,10:23.36,9:54.01,15:45.61,33:31.66,679
6:42.55,9:11.57,10:23.65,9:54.24,15:45.97,33:32.50,678
6:42.74,9:11.78,10:23.94,9:54.47,15:46.33,33:33.34,677
6:42.93,9:11.99,10:24.23,9:54.70,15:46.70,33:34.18,676
6:43.12,9:12.21,10:24.53,9:54.93,15:47.06,33:35.02,675
6:43.31,9:12.42,10:24.82,9:55.16,15:47.43,33:35.86,674
6:43.51,9:12.63,10:25.11,9:55.39,15:47.80,33:36.70,673
6:43.70,9:12.85,10:25.41,9:55.62,15:48.16,33:37.55,672
6:43.89,9:13.06,10:25.70,9:55.85,15:48.53,33:38.39,671
6:44.08,9:13.27,10:25.99,9:56.08,15:48.89,33:39.23,670
6:44.27,9:13.49,10:26.29,9:56.31,15:49.26,33:40.08,669
6:44.46,9:13.70,10:26.58,9:56.54,15:49.63,33:40.92,668
6:44.65,9:13.92,10:26.88,9:56.77,15:49.99,33:41.77,667
6:44.84,9:14.13,10:27.17,9:57.00,15:50.36,33:42.61,666
6:45.03,9:14.35,10:27.47,9:57.23,15:50.73,33:43.46,665
6:45.23,9:14.56,10:27.76,9:57.46,15:51.10,33:44.31,664
6:45.42,9:14.78,10:28.06,9:57.70,15:51.47,33:45.15,663
6:45.61,9:14.99,10:28.35,9:57.93,15:51.83,33:46.00,662
6:45.80,9:15.21,10:28.65,9:58.16,15:52.20,33:46.85,661
6:45.99,9:15.42,10:28.95,9:58.39,15:52.57,33:47.70,660
6:46.19,9:15.64,10:29.24,9:58.62,15:52.94,33:48.55,659
6:46.38,9:15.85,10:29.54,9:58.86,15:53.31,33:49.40,658
6:46.57,9:16.07,10:29.84,9:59.09,15:53.68,33:50.26,657
6:46.77,9:16.29,10:30.13,9:59.32,15:54.05,33:51.11,656
6:46.96,9:16.50,10:30.43,9:59.55,15:54.42,33:51.96,655
6:47.15,9:16.72,10:30.73,9:59.79,15:54.79,33:52.81,654
6:47.35,9:16.94,10:31.03,10:00.02,15:55.16,33:53.67,653
6:47.54,9:17.15,10:31.32,10:00.25,15:55.54,33:54.52,652
6:47.73,9:17.37,10:31.62,10:00.49,15:55.91,33:55.38,651
6:47.93,9:17.59,10:31.92,10:00.72,15:56.28,33:56.24,650
6:48.12,9:17.80,10:32.22,10:00.96,15:56.65,33:57.09,649
6:48.31,9:18.02,10:32.52,10:01.19,15:57.02,33:57.95,648
6:48.51,9:18.24,10:32.82,10:01.42,15:57.40,33:58.81,647
6:48.70,9:18.46,10:33.12,10:01.66,15:57.77,33:59.67,646
6:48.90,9:18.67,10:33.42,10:01.89,15:58.14,34:00.53,645
6:49.09,9:18.89,10:33.72,10:02.13,15:58.52,34:01.39,644
6:49.29,9:19.11,10:34.02,10:02.36,15:58.89,34:02.25,643
6:49.48,9:19.33,10:34.32,10:02.60,15:59.26,34:03.11,642
6:49.68,9:19.55,10:34.62,10:02.83,15:59.64,34:03.97,641
6:49.87,9:19.77,10:34.92,10:03.07,16:00.01,34:04.84,640
6:50.07,9:19.99,10:35.22,10:03.31,16:00.39,34:05.70,639
6:50.26,9:20.21,10:35.52,10:03.54,16:00.76,34:06.57,638
6:50.46,9:20.42,10:35.82,10:03.78,16:01.14,34:07.43,637
6:50.66,9:20.64,10:36.12,10:04.01,16:01.52,34:08.30,636
6:50.85,9:20.86,10:36.42,10:04.25,16:01.89,34:09.16,635
6:51.05,9:21.08,10:36.73,10:04.49,16:02.27,34:10.03,634
6:51.24,9:21.30,10:37.03,10:04.72,16:02.65,34:10.90,633
6:51.44,9:21.52,10:37.33,10:04.96,16:03.02,34:11.77,632
6:51.64,9:21.74,10:37.63,10:05.20,16:03.40,34:12.64,631
6:51.83,9:21.97,10:37.94,10:05.44,16:03.78,34:13.51,630
6:52.03,9:22.19,10:38.24,10:05.67,16:04.16,34:14.38,629
6:52.23,9:22.41,10:38.54,10:05.91,16:04.54,34:15.25,628
6:52.43,9:22.63,10:38.85,10:06.15,16:04.91,34:16.12,627
6:52.62,9:22.85,10:39.15,10:06.39,16:05.29,34:16.99,626
6:52.82,9:23.07,10:39.46,10:06.63,16:05.67,34:17.86,625
6:53.02,9:23.29,10:39.76,10:06.86,16:06.05,34:18.74,624
6:53.22,9:23.51,10:40.07,10:07.10,16:06.43,34:19.61,623
6:53.42,9:23.74,10:40.37,10:07.34,16:06.81,34:20.49,622
6:53.61,9:23.96,10:40.68,10:07.58,16:07.19,34:21.37,621
6:53.81,9:24.18,10:40.98,10:07.82,16:07.57,34:22.24,620
6:54.01,9:24.40,10:41.29,10:08.06,16:07.95,34:23.12,619
6:54.21,9:24.63,10:41.59,10:08.30,16:08.34,34:24.00,618
6:54.41,9:24.85,10:41.90,10:08.54,16:08.72,34:24.88,617
6:54.61,9:25.07,10:42.21,10:08.78,16:09.10,34:25.76,616
6:54.81,9:25.29,10:42.51,10:09.02,16:09.48,34:26.64,615
6:55.01,9:25.52,10:42.82,10:09.26,16:09.86,34:27.52,614
6:55.21,9:25.74,10:43.13,10:09.50,16:10.25,34:28.40,613
6:55.41,9:25.97,10:43.43,10:09.74,16:10.63,34:29.28,612
6:55.61,9:26.19,10:43.74,10:09.98,16:11.01,34:30.17,611
6:55.81,9:26.41,10:44.05,10:10.23,16:11.40,34:31.05,610
6:56.01,9:26.64,10:44.36,10:10.47,16:11.78,34:31.93,609
6:56.21,9:26.86,10:44.67,10:10.71,16:12.17,34:32.82,608
6:56.41,9:27.09,10:44.98,10:10.95,16:12.55,34:33.71,607
6:56.61,9:27.31,10:45.28,10:11.19,16:12.94,34:34.59,606
6:56.81,9:27.54,10:45.59,10:11.44,16:13.32,34:35.48,605
6:57.01,9:27.76,10:45.90,10:11.68,16:13.71,34:36.37,604
6:57.21,9:27.99,10:46.21,10:11.92,16:14.10,34:37.26,603
6:57.41,9:28.21,10:46.52,10:12.16,16:14.48,34:38.15,602
6:57.61,9:28.44,10:46.83,10:12.41,16:14.87,34:39.04,601
6:57.82,9:28.67,10:47.14,10:12.65,16:15.26,34:39.93,600
6:58.02,9:28.89,10:47.46,10:12.89,16:15.64,34:40.82,599
6:58.22,9:29.12,10:47.77,10:13.14,16:16.03,34:41.72,598
6:58.42,9:29.34,10:48.08,10:13.38,16:16.42,34:42.61,597
6:58.62,9:29.57,10:48.39,10:13.63,16:16.81,34:43.50,596
6:58.83,9:29.80,10:48.70,10:13.87,16:17.20,34:44.40,595
6:59.03,9:30.03,10:49.01,10:14.11,16:17.59,34:45.29,594
6:59.23,9:30.25,10:49.33,10:14.36,16:17.97,34:46.19,593
6:59.44,9:30.48,10:49.64,10:14.60,16:18.36,34:47.09,592
6:59.64,9:30.71,10:49.95,10:14.85,16:18.75,34:47.99,591
6:59.84,9:30.94,10:50.26,10:15.10,16:19.14,34:48.89,590
7:00.05,9:31.16,10:50.58,10:15.34,16:19.54,34:49.78,589
7:00.25,9:31.39,10:50.89,10:15.59,16:19.93,34:50.69,588
7:00.45,9:31.62,10:51.21,10:15.83,16:20.32,34:51.59,587
7:00.66,9:31.85,10:51.52,10:16.08,16:20.71,34:52.49,586
7:00.86,9:32.08,10:51.83,10:16.33,16:21.10,34:53.39,585
7:01.07,9:32.31,10:52.15,10:16.57,16:21.49,34:54.29,584
7:01.27,9:32.54,10:52.46,10:16.82,16:21.89,34:55.20,583
7:01.48,9:32.77,10:52.78,10:17.07,16:22.28,34:56.10,582
7:01.68,9:33.00,10:53.10,10:17.31,16:22.67,34:57.01,581
7:01.89,9:33.23,10:53.41,10:17.56,16:23.07,34:57.92,580
7:02.09,9:33.46,10:53.73,10:17.81,16:23.46,34:58.82,579
7:02.30,9:33.69,10:54.04,10:18.06,16:23.86,34:59.73,578
7:02.50,9:33.92,10:54.36,10:18.30,16:24.25,35:00.64,577
7:02.71,9:34.15,10:54.68,10:18.55,16:24.65,35:01.55,576
7:02.91,9:34.38,10:54.99,10:18.80,16:25.04,35:02.46,575
7:03.12,9:34.61,10:55.31,10:19.05,16:25.44,35:03.37,574
7:03.33,9:34.84,10:55.63,10:19.30,16:25.83,35:04.28,573
7:03.53,9:35.07,10:55.95,10:19.55,16:26.23,35:05.20,572
7:03.74,9:35.30,10:56.27,10:19.80,16:26.63,35:06.11,571
7:03.95,9:35.54,10:56.59,10:20.05,16:27.02,35:07.03,570
7:04.15,9:35.77,10:56.90,10:20.30,16:27.42,35:07.94,569
7:04.36,9:36.00,10:57.22,10:20.55,16:27.82,35:08.86,568
7:04.57,9:36.23,10:57.54,10:20.80,16:28.22,35:09.77,567
7:04.78,9:36.47,10:57.86,10:21.05,16:28.62,35:10.69,566
7:04.98,9:36.70,10:58.18,10:21.30,16:29.01,35:11.61,565
7:05.19,9:36.93,10:58.50,10:21.55,16:29.41,35:12.53,564
7:05.40,9:37.16,10:58.82,10:21.80,16:29.81,35:13.45,563
7:05.61,9:37.40,10:59.14,10:22.05,16:30.21,35:14.37,562
7:05.82,9:37.63,10:59.47,10:22.30,16:30.61,35:15.29,561
7:06.03,9:37.87,10:59.79,10:22.56,16:31.01,35:16.21,560
7:06.24,9:38.10,11:00.11,10:22.81,16:31.42,35:17.14,559
7:06.45,9:38.33,11:00.43,10:23.06,16:31.82,35:18.06,558
7:06.65,9:38.57,11:00.75,10:23.31,16:32.22,35:18.99,557
7:06.86,9:38.80,11:01.08,10:23.57,16:32.62,35:19.91,556
7:07.07,9:39.04,11:01.40,10:23.82,16:33.02,35:20.84,555
7:07.28,9:39.27,11:01.72,10:24.07,16:33.43,35:21.77,554
7:07.49,9:39.51,11:02.05,10:24.33,16:33.83,35:22.70,553
7:07.70,9:39.75,11:02.37,10:24.58,16:34.23,35:23.63,552
7:07.91,9:39.98,11:02.69,10:24.83,16:34.64,35:24.56,551
7:08.13,9:40.22,11:03.02,10:25.09,16:35.04,35:25.49,550
7:08.34,9:40.45,11:03.34,10:25.34,16:35.45,35:26.42,549
7:08.55,9:40.69,11:03.67,10:25.60,16:35.85,35:27.35,548
7:08.76,9:40.93,11:03.99,10:25.85,16:36.26,35:28.28,547
7:08.97,9:41.16,11:04.32,10:26.11,16:36.66,35:29.22,546
7:09.18,9:41.40,11:04.64,10:26.36,16:37.07,35:30.15,545
7:09.39,9:41.64,11:04.97,10:26.62,16:37.47,35:31.09,544
7:09.61,9:41.88,11:05.30,10:26.87,16:37.88,35:32.03,543
7:09.82,9:42.11,11:05.62,10:27.13,16:38.29,35:32.96,542
7:10.03,9:42.35,11:05.95,10:27.39,16:38.70,35:33.90,541
7:10.24,9:42.59,11:06.28,10:27.64,16:39.10,35:34.84,540
7:10.46,9:42.83,11:06.61,10:27.90,16:39.51,35:35.78,539
7:10.67,9:43.07,11:06.93,10:28.16,16:39.92,35:36.72,538
7:10.88,9:43.31,11:07.26,10:28.41,16:40.33,35:37.67,537
7:11.10,9:43.54,11:07.59,10:28.67,16:40.74,35:38.61,536
7:11.31,9:43.78,11:07.92,10:28.93,16:41.15,35:39.55,535
7:11.52,9:44.02,11:08.25,10:29.19,16:41.56,35:40.50,534
7:11.74,9:44.26,11:08.58,10:29.44,16:41.97,35:41.44,533
7:11.95,9:44.50,11:08.91,10:29.70,16:42.38,35:42.39,532
7:12.17,9:44.74,11:09.24,10:29.96,16:42.79,35:43.34,531
7:12.38,9:44.98,11:09.57,10:30.22,16:43.21,35:44.29,530
7:12.60,9:45.22,11:09.90,10:30.48,16:43.62,35:45.24,529
7:12.81,9:45.47,11:10.23,10:30.74,16:44.03,35:46.19,528
7:13.03,9:45.71,11:10.56,10:31.00,16:44.44,35:47.14,527
7:13.24,9:45.95,11:10.89,10:31.26,16:44.86,35:48.09,526
7:13.46,9:46.19,11:11.23,10:31.52,16:45.27,35:49.04,525
7:13.67,9:46.43,11:11.56,10:31.78,16:45.69,35:49.99,524
7:13.89,9:46.67,11:11.89,10:32.04,16:46.10,35:50.95,523
7:14.10,9:46.92,11:12.22,10:32.30,16:46.51,35:51.91,522
7:14.32,9:47.16,11:12.56,10:32.56,16:46.93,35:52.86,521
7:14.54,9:47.40,11:12.89,10:32.82,16:47.35,35:53.82,520
7:14.75,9:47.64,11:13.22,10:33.08,16:47.76,35:54.78,519
7:14.97,9:47.89,11:13.56,10:33.35,16:48.18,35:55.74,518
7:15.19,9:48.13,11:13.89,10:33.61,16:48.60,35:56.70,517
7:15.41,9:48.37,11:14.23,10:33.87,16:49.01,35:57.66,516
7:15.62,9:48.62,11:14.56,10:34.13,16:49.43,35:58.62,515
7:15.84,9:48.86,11:14.90,10:34.40,16:49.85,35:59.58,514
7:16.06,9:49.11,11:15.23,10:34.66,16:50.27,36:00.55,513
7:16.28,9:49.35,11:15.57,10:34.92,16:50.69,36:01.51,512
7:16.50,9:49.60,11:15.91,10:35.19,16:51.11,36:02.48,511
7:16.72,9:49.84,11:16.24,10:35.45,16:51.53,36:03.44,510
7:16.94,9:50.09,11:16.58,10:35.72,16:51.95,36:04.41,509
7:17.15,9:50.33,11:16.92,10:35.98,16:52.37,36:05.38,508
7:17.37,9:50.58,11:17.26,10:36.24,16:52.79,36:06.35,507
7:17.59,9:50.82,11:17.59,10:36.51,16:53.21,36:07.32,506
7:17.81,9:51.07,11:17.93,10:36.77,16:53.63,36:08.29,505
7:18.03,9:51.32,11:18.27,10:37.04,16:54.05,36:09.26,504
7:18.25,9:51.56,11:18.61,10:37.31,16:54.48,36:10.24,503
7:18.47,9:51.81,11:18.95,10:37.57,16:54.90,36:11.21,502
7:18.70,9:52.06,11:19.29,10:37.84,16:55.32,36:12.19,501
7:18.92,9:52.31,11:19.63,10:38.10,16:55.75,36:13.16,500
7:19.14,9:52.55,11:19.97,10:38.37,16:56.17,36:14.14,499
7:19.36,9:52.80,11:20.31,10:38.64,16:56.60,36:15.12,498
7:19.58,9:53.05,11:20.65,10:38.91,16:57.02,36:16.10,497
7:19.80,9:53.30,11:20.99,10:39.17,16:57.45,36:17.08,496
7:20.02,9:53.55,11:21.34,10:39.44,16:57.87,36:18.06,495
7:20.25,9:53.80,11:21.68,10:39.71,16:58.30,36:19.04,494
7:20.47,9:54.05,11:22.02,10:39.98,16:58.73,36:20.03,493
7:20.69,9:54.30,11:22.36,10:40.25,16:59.16,36:21.01,492
7:20.91,9:54.55,11:22.71,10:40.52,16:59.58,36:22.00,491
7:21.14,9:54.80,11:23.05,10:40.78,17:00.01,36:22.98,490
7:21.36,9:55.05,11:23.40,10:41.05,17:00.44,36:23.97,489
7:21.59,9:55.30,11:23.74,10:41.32,17:00.87,36:24.96,488
7:21.81,9:55.55,11:24.08,10:41.59,17:01.30,36:25.95,487
7:22.03,9:55.80,11:24.43,10:41.86,17:01.73,36:26.94,486
7:22.26,9:56.05,11:24.77,10:42.14,17:02.16,36:27.93,485
7:22.48,9:56.30,11:25.12,10:42.41,17:02.59,36:28.92,484
7:22.71,9:56.55,11:25.47,10:42.68,17:03.02,36:29.91,483
7:22.93,9:56.81,11:25.81,10:42.95,17:03.45,36:30.91,482
7:23.16,9:57.06,11:26.16,10:43.22,17:03.89,36:31.90,481
7:23.38,9:57.31,11:26.51,10:43.49,17:04.32,36:32.90,480
7:23.61,9:57.56,11:26.85,10:43.77,17:04.75,36:33.90,479
7:23.83,9:57.82,11:27.20,10:44.04,17:05.19,36:34.90,478
7:24.06,9:58.07,11:27.55,10:44.31,17:05.62,36:35.90,477
7:24.29,9:58.32,11:27.90,10:44.58,17:06.06,36:36.90,476
7:24.51,9:58.58,11:28.25,10:44.86,17:06.49,36:37.90,475
7:24.74,9:58.83,11:28.60,10:45.13,17:06.93,36:38.90,474
7:24.97,9:59.09,11:28.95,10:45.41,17:07.36,36:39.90,473
7:25.20,9:59.34,11:29.30,10:45.68,17:07.80,36:40.91,472
7:25.42,9:59.60,11:29.65,10:45.95,17:08.23,36:41.92,471
7:25.65,9:59.85,11:30.00,10:46.23,17:08.67,36:42.92,470
7:25.88,10:00.11,11:30.35,10:46.50,17:09.11,36:43.93,469
7:26.11,10:00.36,11:30.70,10:46.78,17:09.55,36:44.94,468
7:26.34,10:00.62,11:31.05,10:47.06,17:09.99,36:45.95,467
7:26.57,10:00.88,11:31.41,10:47.33,17:10.43,36:46.96,466
7:26.79,10:01.13,11:31.76,10:47.61,17:10.87,36:47.97,465
7:27.02,10:01.39,11:32.11,10:47.88,17:11.31,36:48.99,464
7:27.25,10:01.65,11:32.47,10:48.16,17:11.75,36:50.00,463
7:27.48,10:01.90,11:32.82,10:48.44,17:12.19,36:51.02,462
7:27.71,10:02.16,11:33.17,10:48.72,17:12.63,36:52.03,461
7:27.94,10:02.42,11:33.53,10:48.99,17:13.07,36:53.05,460
7:28.17,10:02.68,11:33.88,10:49.27,17:13.51,36:54.07,459
7:28.41,10:02.94,11:34.24,10:49.55,17:13.96,36:55.09,458
7:28.64,10:03.20,11:34.60,10:49.83,17:14.40,36:56.11,457
7:28.87,10:03.46,11:34.95,10:50.11,17:14.84,36:57.13,456
7:29.10,10:03.72,11:35.31,10:50.39,17:15.29,36:58.16,455
7:29.33,10:03.97,11:35.66,10:50.67,17:15.73,36:59.18,454
7:29.56,10:04.23,11:36.02,10:50.95,17:16.18,37:00.21,453
7:29.80,10:04.50,11:36.38,10:51.23,17:16.63,37:01.23,452
7:30.03,10:04.76,11:36.74,10:51.51,17:17.07,37:02.26,451
7:30.26,10:05.02,11:37.10,10:51.79,17:17.52,37:03.29,450
7:30.49,10:05.28,11:37.46,10:52.07,17:17.97,37:04.32,449
7:30.73,10:05.54,11:37.82,10:52.35,17:18.41,37:05.35,448
7:30.96,10:05.80,11:38.17,10:52.64,17:18.86,37:06.39,447
7:31.20,10:06.06,11:38.54,10:52.92,17:19.31,37:07.42,446
7:31.43,10:06.33,11:38.90,10:53.20,17:19.76,37:08.45,445
7:31.66,10:06.59,11:39.26,10:53.48,17:20.21,37:09.49,444
7:31.90,10:06.85,11:39.62,10:53.77,17:20.66,37:10.53,443
7:32.13,10:07.11,11:39.98,10:54.05,17:21.11,37:11.57,442
7:32.37,10:07.38,11:40.34,10:54.33,17:21.56,37:12.61,441
7:32.60,10:07.64,11:40.70,10:54.62,17:22.02,37:13.65,440
7:32.84,10:07.91,11:41.07,10:54.90,17:22.47,37:14.69,439
7:33.08,10:08.17,11:41.43,10:55.19,17:22.92,37:15.73,438
7:33.31,10:08.44,11:41.80,10:55.47,17:23.38,37:16.78,437
7:33.55,10:08.70,11:42.16,10:55.76,17:23.83,37:17.82,436
7:33.79,10:08.97,11:42.52,10:56.04,17:24.28,37:18.87,435
7:34.02,10:09.23,11:42.89,10:56.33,17:24.74,37:19.92,434
7:34.26,10:09.50,11:43.25,10:56.62,17:25.19,37:20.96,433
7:34.50,10:09.76,11:43.62,10:56.90,17:25.65,37:22.02,432
7:34.74,10:10.03,11:43.99,10:57.19,17:26.11,37:23.07,431
7:34.97,10:10.30,11:44.35,10:57.48,17:26.56,37:24.12,430
7:35.21,10:10.57,11:44.72,10:57.76,17:27.02,37:25.17,429
7:35.45,10:10.83,11:45.09,10:58.05,17:27.48,37:26.23,428
7:35.69,10:11.10,11:45.46,10:58.34,17:27.94,37:27.28,427
7:35.93,10:11.37,11:45.83,10:58.63,17:28.40,37:28.34,426
7:36.17,10:11.64,11:46.19,10:58.92,17:28.86,37:29.40,425
7:36.41,10:11.91,11:46.56,10:59.21,17:29.32,37:30.46,424
7:36.65,10:12.18,11:46.93,10:59.50,17:29.78,37:31.52,423
7:36.89,10:12.44,11:47.30,10:59.79,17:30.24,37:32.59,422
7:37.13,10:12.71,11:47.67,11:00.08,17:30.70,37:33.65,421
7:37.37,10:12.98,11:48.05,11:00.37,17:31.17,37:34.71,420
7:37.61,10:13.25,11:48.42,11:00.66,17:31.63,37:35.78,419
7:37.86,10:13.53,11:48.79,11:00.95,17:32.09,37:36.85,418
7:38.10,10:13.80,11:49.16,11:01.24,17:32.56,37:37.92,417
7:38.34,10:14.07,11:49.53,11:01.54,17:33.02,37:38.99,416
7:38.58,10:14.34,11:49.91,11:01.83,17:33.49,37:40.06,415
7:38.83,10:14.61,11:50.28,11:02.12,17:33.95,37:41.13,414
7:39.07,10:14.88,11:50.66,11:02.41,17:34.42,37:42.21,413
7:39.31,10:15.16,11:51.03,11:02.71,17:34.89,37:43.28,412
7:39.56,10:15.43,11:51.41,11:03.00,17:35.35,37:44.36,411
7:39.80,10:15.70,11:51.78,11:03.30,17:35.82,37:45.44,410
7:40.04,10:15.98,11:52.16,11:03.59,17:36.29,37:46.52,409
7:40.29,10:16.25,11:52.53,11:03.89,17:36.76,37:47.60,408
7:40.53,10:16.53,11:52.91,11:04.18,17:37.23,37:48.68,407
7:40.78,10:16.80,11:53.29,11:04.48,17:37.70,37:49.76,406
7:41.02,10:17.08,11:53.67,11:04.77,17:38.17,37:50.85,405
7:41.27,10:17.35,11:54.05,11:05.07,17:38.64,37:51.93,404
7:41.52,10:17.63,11:54.42,11:05.37,17:39.12,37:53.02,403
7:41.76,10:17.90,11:54.80,11:05.66,17:39.59,37:54.11,402
7:42.01,10:18.18,11:55.18,11:05.96,17:40.06,37:55.20,401
7:42.26,10:18.46,11:55.56,11:06.26,17:40.54,37:56.29,400
7:42.50,10:18.73,11:55.94,11:06.56,17:41.01,37:57.38,399
7:42.75,10:19.01,11:56.33,11:06.86,17:41.49,37:58.48,398
7:43.00,10:19.29,11:56.71,11:07.16,17:41.96,37:59.57,397
7:43.25,10:19.57,11:57.09,11:07.46,17:42.44,38:00.67,396
7:43.50,10:19.84,11:57.47,11:07.76,17:42.92,38:01.77,395
7:43.74,10:20.12,11:57.86,11:08.06,17:43.39,38:02.87,394
7:43.99,10:20.40,11:58.24,11:08.36,17:43.87,38:03.97,393
7:44.24,10:20.68,11:58.62,11:08.66,17:44.35,38:05.07,392
7:44.49,10:20.96,11:59.01,11:08.96,17:44.83,38:06.18,391
7:44.74,10:21.24,11:59.39,11:09.26,17:45.31,38:07.28,390
7:44.99,10:21.52,11:59.78,11:09.56,17:45.79,38:08.39,389
7:45.24,10:21.80,12:00.16,11:09.87,17:46.27,38:09.50,388
7:45.50,10:22.09,12:00.55,11:10.17,17:46.75,38:10.61,387
7:45.75,10:22.37,12:00.94,11:10.47,17:47.24,38:11.72,386
7:46.00,10:22.65,12:01.33,11:10.78,17:47.72,38:12.83,385
7:46.25,10:22.93,12:01.71,11:11.08,17:48.20,38:13.94,384
7:46.50,10:23.21,12:02.10,11:11.38,17:48.69,38:15.06,383
7:46.76,10:23.50,12:02.49,11:11.69,17:49.17,38:16.18,382
7:47.01,10:23.78,12:02.88,11:11.99,17:49.66,38:17.29,381
7:47.26,10:24.06,12:03.27,11:12.30,17:50.14,38:18.41,380
7:47.52,10:24.35,12:03.66,11:12.61,17:50.63,38:19.53,379
7:47.77,10:24.63,12:04.05,11:12.91,17:51.12,38:20.66,378
7:48.03,10:24.92,12:04.45,11:13.22,17:51.61,38:21.78,377
7:48.28,10:25.20,12:04.84,11:13.53,17:52.10,38:22.91,376
7:48.54,10:25.49,12:05.23,11:13.83,17:52.59,38:24.03,375
7:48.79,10:25.78,12:05.62,11:14.14,17:53.08,38:25.16,374
7:49.05,10:26.06,12:06.02,11:14.45,17:53.57,38:26.29,373
7:49.30,10:26.35,12:06.41,11:14.76,17:54.06,38:27.43,372
7:49.56,10:26.64,12:06.81,11:15.07,17:54.55,38:28.56,371
7:49.82,10:26.93,12:07.20,11:15.38,17:55.04,38:29.69,370
7:50.07,10:27.21,12:07.60,11:15.69,17:55.54,38:30.83,369
7:50.33,10:27.50,12:07.99,11:16.00,17:56.03,38:31.97,368
7:50.59,10:27.79,12:08.39,11:16.31,17:56.53,38:33.11,367
7:50.85,10:28.08,12:08.79,11:16.62,17:57.02,38:34.25,366
7:51.11,10:28.37,12:09.19,11:16.93,17:57.52,38:35.39,365
7:51.36,10:28.66,12:09.59,11:17.25,17:58.02,38:36.53,364
7:51.62,10:28.95,12:09.99,11:17.56,17:58.51,38:37.68,363
7:51.88,10:29.24,12:10.38,11:17.87,17:59.01,38:38.83,362
7:52.14,10:29.53,12:10.79,11:18.19,17:59.51,38:39.98,361
7:52.40,10:29.82,12:11.19,11:18.50,18:00.01,38:41.13,360
7:52.66,10:30.12,12:11.59,11:18.82,18:00.51,38:42.28,359
7:52.93,10:30.41,12:11.99,11:19.13,18:01.01,38:43.43,358
7:53.19,10:30.70,12:12.39,11:19.45,18:01.51,38:44.59,357
7:53.45,10:31.00,12:12.80,11:19.76,18:02.01,38:45.74,356
7:53.71,10:31.29,12:13.20,11:20.08,18:02.52,38:46.90,355
7:53.97,10:31.58,12:13.60,11:20.39,18:03.02,38:48.06,354
7:54.24,10:31.88,12:14.01,11:20.71,18:03.53,38:49.22,353
7:54.50,10:32.17,12:14.41,11:21.03,18:04.03,38:50.39,352
7:54.76,10:32.47,12:14.82,11:21.35,18:04.54,38:51.55,351
7:55.03,10:32.76,12:15.23,11:21.67,18:05.04,38:52.72,350
7:55.29,10:33.06,12:15.63,11:21.98,18:05.55,38:53.89,349
7:55.56,10:33.36,12:16.04,11:22.30,18:06.06,38:55.06,348
7:55.82,10:33.65,12:16.45,11:22.62,18:06.57,38:56.23,347
7:56.09,10:33.95,12:16.86,11:22.94,18:07.08,38:57.40,346
7:56.35,10:34.25,12:17.27,11:23.27,18:07.59,38:58.58,345
7:56.62,10:34.55,12:17.68,11:23.59,18:08.10,38:59.76,344
7:56.89,10:34.85,12:18.09,11:23.91,18:08.61,39:00.93,343
7:57.15,10:35.15,12:18.50,11:24.23,18:09.12,39:02.11,342
7:57.42,10:35.45,12:18.91,11:24.55,18:09.64,39:03.30,341
7:57.69,10:35.75,12:19.32,11:24.88,18:10.15,39:04.48,340
7:57.96,10:36.05,12:19.74,11:25.20,18:10.67,39:05.67,339
7:58.23,10:36.35,12:20.15,11:25.52,18:11.18,39:06.85,338
7:58.49,10:36.65,12:20.56,11:25.85,18:11.70,39:08.04,337
7:58.76,10:36.95,12:20.98,11:26.17,18:12.22,39:09.23,336
7:59.03,10:37.25,12:21.39,11:26.50,18:12.73,39:10.42,335
7:59.30,10:37.56,12:21.81,11:26.83,18:13.25,39:11.62,334
7:59.58,10:37.86,12:22.23,11:27.15,18:13.77,39:12.81,333
7:59.85,10:38.16,12:22.64,11:27.48,18:14.29,39:14.01,332
8:00.12,10:38.47,12:23.06,11:27.81,18:14.81,39:15.21,331
8:00.39,10:38.77,12:23.48,11:28.13,18:15.34,39:16.41,330
8:00.66,10:39.08,12:23.90,11:28.46,18:15.86,39:17.62,329
8:00.93,10:39.38,12:24.32,11:28.79,18:16.38,39:18.82,328
8:01.21,10:39.69,12:24.74,11:29.12,18:16.91,39:20.03,327
8:01.48,,12:25.16,11:29.45,18:17.43,39:21.24,326
8:01.76,10:40.30,12:25.58,11:29.78,18:17.96,39:22.45,325
8:02.03,10:40.61,12:26.01,11:30.11,18:18.48,39:23.66,324
8:02.30,10:40.92,12:26.43,11:30.44,18:19.01,39:24.88,323
8:02.58,10:41.23,12:26.85,11:30.78,18:19.54,39:26.09,322
8:02.86,10:41.53,12:27.28,11:31.11,18:20.07,39:27.31,321
8:03.13,10:41.84,12:27.70,11:31.44,18:20.60,39:28.53,320
8:03.41,10:42.15,12:28.13,11:31.78,18:21.13,39:29.75,319
8:03.69,10:42.46,12:28.56,11:32.11,18:21.66,39:30.98,318
8:03.96,10:42.78,12:28.98,11:32.45,18:22.19,39:32.20,317
8:04.24,10:43.09,12:29.41,11:32.78,18:22.73,39:33.43,316
8:04.52,10:43.40,12:29.84,11:33.12,18:23.26,39:34.66,315
8:04.80,10:43.71,12:30.27,11:33.45,18:23.79,39:35.89,314
