10 km,15 km,10 Miles,20 km,HM,25 km,30 km,Marathon,100 km,Points
38:05,58:09,1:02:36,1:18:33,1:23:01,1:40:23,2:03:04,3:00:19,8:19:01,854
38:07,58:11,1:02:38,1:18:35,1:23:04,1:40:27,2:03:08,3:00:26,8:19:19,853
38:08,58:13,1:02:40,1:18:38,1:23:07,1:40:31,2:03:13,3:00:33,8:19:37,852
38:09,58:15,1:02:42,1:18:41,1:23:10,1:40:34,2:03:17,3:00:40,8:19:56,851
38:11,58:17,1:02:44,1:18:44,1:23:12,1:40:38,2:03:22,3:00:47,8:20:14,850
38:12,58:19,1:02:47,1:18:46,1:23:15,1:40:41,2:03:26,3:00:54,8:20:32,849
38:13,58:21,1:02:49,1:18:49,1:23:18,1:40:45,2:03:31,3:01:01,8:20:51,848
38:14,58:23,1:02:51,1:18:52,1:23:21,1:40:48,2:03:36,3:01:08,8:21:09,847
38:16,58:25,1:02:53,1:18:54,1:23:24,1:40:52,2:03:40,3:01:15,8:21:27,846
38:17,58:27,1:02:55,1:18:57,1:23:27,1:40:56,2:03:45,3:01:22,8:21:46,845
38:18,58:29,1:02:57,1:19:00,1:23:30,1:40:59,2:03:49,3:01:29,8:22:04,844
38:20,58:31,1:03:00,1:19:03,1:23:33,1:41:03,2:03:54,3:01:37,8:22:23,843
38:21,58:33,1:03:02,1:19:05,1:23:36,1:41:07,2:03:58,3:01:44,8:22:41,842
38:22,58:35,1:03:04,1:19:08,1:23:38,1:41:10,2:04:03,3:01:51,8:22:59,841
38:24,58:37,1:03:06,1:19:11,1:23:41,1:41:14,2:04:07,3:01:58,8:23:18,840
38:25,58:39,1:03:08,1:19:14,1:23:44,1:41:17,2:04:12,3:02:05,8:23:36,839
38:26,58:41,1:03:10,1:19:16,1:23:47,1:41:21,2:04:17,3:02:12,8:23:55,838
38:28,58:43,1:03:13,1:19:19,1:23:50,1:41:25,2:04:21,3:02:19,8:24:13,837
38:29,58:45,1:03:15,1:19:22,1:23:53,1:41:28,2:04:26,3:02:26,8:24:32,836
38:30,58:47,1:03:17,1:19:25,1:23:56,1:41:32,2:04:30,3:02:33,8:24:50,835
38:31,58:49,1:03:19,1:19:27,1:23:59,1:41:35,2:04:35,3:02:40,8:25:09,834
38:33,58:51,1:03:21,1:19:30,1:24:02,1:41:39,2:04:40,3:02:47,8:25:27,833
38:34,58:53,1:03:23,1:19:33,1:24:05,1:41:43,2:04:44,3:02:54,8:25:46,832
38:35,58:55,1:03:26,1:19:36,1:24:08,1:41:46,2:04:49,3:03:02,8:26:04,831
38:37,58:57,1:03:28,1:19:38,1:24:11,1:41:50,2:04:53,3:03:09,8:26:23,830
38:38,58:59,1:03:30,1:19:41,1:24:13,1:41:54,2:04:58,3:03:16,8:26:42,829
38:39,59:01,1:03:32,1:19:44,1:24:16,1:41:57,2:05:02,3:03:23,8:27:00,828
38:41,59:03,1:03:34,1:19:47,1:24:19,1:42:01,2:05:07,3:03:30,8:27:19,827
38:42,59:05,1:03:37,1:19:49,1:24:22,1:42:05,2:05:12,3:03:37,8:27:37,826
38:43,59:07,1:03:39,1:19:52,1:24:25,1:42:08,2:05:16,3:03:44,8:27:56,825
38:45,59:09,1:03:41,1:19:55,1:24:28,1:42:12,2:05:21,3:03:51,8:28:15,824
38:46,59:11,1:03:43,1:19:58,1:24:31,1:42:15,2:05:26,3:03:59,8:28:33,823
38:47,59:13,1:03:45,1:20:00,1:24:34,1:42:19,2:05:30,3:04:06,8:28:52,822
38:49,59:15,1:03:48,1:20:03,1:24:37,1:42:23,2:05:35,3:04:13,8:29:11,821
38:50,59:18,1:03:50,1:20:06,1:24:40,1:42:26,2:05:39,3:04:20,8:29:29,820
38:51,59:20,1:03:52,1:20:09,1:24:43,1:42:30,2:05:44,3:04:27,8:29:48,819
38:53,59:22,1:03:54,1:20:12,1:24:46,1:42:34,2:05:49,3:04:34,8:30:07,818
38:54,59:24,1:03:56,1:20:14,1:24:49,1:42:37,2:05:53,3:04:42,8:30:25,817
38:55,59:26,1:03:59,1:20:17,1:24:52,1:42:41,2:05:58,3:04:49,8:30:44,816
38:57,59:28,1:04:01,1:20:20,1:24:55,1:42:45,2:06:03,3:04:56,8:31:03,815
38:58,59:30,1:04:03,1:20:23,1:24:57,1:42:48,2:06:07,3:05:03,8:31:21,814
38:59,59:32,1:04:05,1:20:25,1:25:00,1:42:52,2:06:12,3:05:10,8:31:40,813
39:00,59:34,1:04:07,1:20:28,1:25:03,1:42:56,2:06:16,3:05:17,8:31:59,812
39:02,59:36,1:04:10,1:20:31,1:25:06,1:42:59,2:06:21,3:05:25,8:32:18,811
39:03,59:38,1:04:12,1:20:34,1:25:09,1:43:03,2:06:26,3:05:32,8:32:37,810
39:04,59:40,1:04:14,1:20:37,1:25:12,1:43:07,2:06:30,3:05:39,8:32:55,809
39:06,59:42,1:04:16,1:20:39,1:25:15,1:43:10,2:06:35,3:05:46,8:33:14,808
39:07,59:44,1:04:18,1:20:42,1:25:18,1:43:14,2:06:40,3:05:53,8:33:33,807
39:08,59:46,1:04:21,1:20:45,1:25:21,1:43:18,2:06:44,3:06:01,8:33:52,806
39:10,59:48,1:04:23,1:20:48,1:25:24,1:43:22,2:06:49,3:06:08,8:34:11,805
39:11,59:50,1:04:25,1:20:51,1:25:27,1:43:25,2:06:54,3:06:15,8:34:30,804
39:12,59:52,1:04:27,1:20:53,1:25:30,1:43:29,2:06:58,3:06:22,8:34:48,803
39:14,59:54,1:04:30,1:20:56,1:25:33,1:43:33,2:07:03,3:06:30,8:35:07,802
39:15,59:57,1:04:32,1:20:59,1:25:36,1:43:36,2:07:08,3:06:37,8:35:26,801
39:17,59:59,1:04:34,1:21:02,1:25:39,1:43:40,2:07:12,3:06:44,8:35:45,800
39:18,1:00:01,1:04:36,1:21:05,1:25:42,1:43:44,2:07:17,3:06:51,8:36:04,799
39:19,1:00:03,1:04:38,1:21:07,1:25:45,1:43:47,2:07:22,3:06:59,8:36:23,798
39:21,1:00:05,1:04:41,1:21:10,1:25:48,1:43:51,2:07:26,3:07:06,8:36:42,797
39:22,1:00:07,1:04:43,1:21:13,1:25:51,1:43:55,2:07:31,3:07:13,8:37:01,796
39:23,1:00:09,1:04:45,1:21:16,1:25:54,1:43:59,2:07:36,3:07:20,8:37:20,795
39:25,1:00:11,1:04:47,1:21:19,1:25:57,1:44:02,2:07:41,3:07:28,8:37:39,794
39:26,1:00:13,1:04:50,1:21:22,1:26:00,1:44:06,2:07:45,3:07:35,8:37:58,793
39:27,1:00:15,1:04:52,1:21:24,1:26:03,1:44:10,2:07:50,3:07:42,8:38:17,792
39:29,1:00:17,1:04:54,1:21:27,1:26:06,1:44:13,2:07:55,3:07:49,8:38:36,791
39:30,1:00:19,1:04:56,1:21:30,1:26:09,1:44:17,2:07:59,3:07:57,8:38:55,790
39:31,1:00:21,1:04:59,1:21:33,1:26:12,1:44:21,2:08:04,3:08:04,8:39:14,789
39:33,1:00:23,1:05:01,1:21:36,1:26:15,1:44:25,2:08:09,3:08:11,8:39:33,788
39:34,1:00:26,1:05:03,1:21:39,1:26:18,1:44:28,2:08:14,3:08:19,8:39:52,787
39:35,1:00:28,1:05:05,1:21:41,1:26:21,1:44:32,2:08:18,3:08:26,8:40:11,786
39:37,1:00:30,1:05:08,1:21:44,1:26:24,1:44:36,2:08:23,3:08:33,8:40:30,785
39:38,1:00:32,1:05:10,1:21:47,1:26:27,1:44:40,2:08:28,3:08:41,8:40:49,784
39:39,1:00:34,1:05:12,1:21:50,1:26:30,1:44:43,2:08:32,3:08:48,8:41:08,783
39:41,1:00:36,1:05:14,1:21:53,1:26:33,1:44:47,2:08:37,3:08:55,8:41:27,782
39:42,1:00:38,1:05:17,1:21:56,1:26:36,1:44:51,2:08:42,3:09:03,8:41:46,781
39:43,1:00:40,1:05:19,1:21:58,1:26:39,1:44:55,2:08:47,3:09:10,8:42:06,780
39:45,1:00:42,1:05:21,1:22:01,1:26:42,1:44:58,2:08:51,3:09:17,8:42:25,779
39:46,1:00:44,1:05:23,1:22:04,1:26:45,1:45:02,2:08:56,3:09:25,8:42:44,778
39:48,1:00:46,1:05:26,1:22:07,1:26:48,1:45:06,2:09:01,3:09:32,8:43:03,777
39:49,1:00:49,1:05:28,1:22:10,1:26:51,1:45:10,2:09:06,3:09:39,8:43:22,776
39:50,1:00:51,1:05:30,1:22:13,1:26:54,1:45:13,2:09:10,3:09:47,8:43:42,775
39:52,1:00:53,1:05:32,1:22:15,1:26:57,1:45:17,2:09:15,3:09:54,8:44:01,774
39:53,1:00:55,1:05:35,1:22:18,1:27:00,1:45:21,2:09:20,3:10:01,8:44:20,773
39:54,1:00:57,1:05:37,1:22:21,1:27:03,1:45:25,2:09:25,3:10:09,8:44:39,772
39:56,1:00:59,1:05:39,1:22:24,1:27:06,1:45:28,2:09:29,3:10:16,8:44:58,771
39:57,1:01:01,1:05:41,1:22:27,1:27:09,1:45:32,2:09:34,3:10:24,8:45:18,770
39:58,1:01:03,1:05:44,1:22:30,1:27:12,1:45:36,2:09:39,3:10:31,8:45:37,769
40:00,1:01:05,1:05:46,1:22:33,1:27:15,1:45:40,2:09:44,3:10:38,8:45:56,768
40:01,1:01:08,1:05:48,1:22:36,1:27:18,1:45:43,2:09:49,3:10:46,8:46:16,767
40:03,1:01:10,1:05:51,1:22:38,1:27:21,1:45:47,2:09:53,3:10:53,8:46:35,766
40:04,1:01:12,1:05:53,1:22:41,1:27:24,1:45:51,2:09:58,3:11:01,8:46:54,765
40:05,1:01:14,1:05:55,1:22:44,1:27:27,1:45:55,2:10:03,3:11:08,8:47:14,764
40:07,1:01:16,1:05:57,1:22:47,1:27:30,1:45:59,2:10:08,3:11:15,8:47:33,763
40:08,1:01:18,1:06:00,1:22:50,1:27:33,1:46:02,2:10:12,3:11:23,8:47:52,762
40:09,1:01:20,1:06:02,1:22:53,1:27:36,1:46:06,2:10:17,3:11:30,8:48:12,761
40:11,1:01:22,1:06:04,1:22:56,1:27:39,1:46:10,2:10:22,3:11:38,8:48:31,760
40:12,1:01:24,1:06:07,1:22:59,1:27:43,1:46:14,2:10:27,3:11:45,8:48:51,759
40:14,1:01:27,1:06:09,1:23:01,1:27:46,1:46:18,2:10:32,3:11:53,8:49:10,758
40:15,1:01:29,1:06:11,1:23:04,1:27:49,1:46:21,2:10:37,3:12:00,8:49:29,757
40:16,1:01:31,1:06:13,1:23:07,1:27:52,1:46:25,2:10:41,3:12:07,8:49:49,756
40:18,1:01:33,1:06:16,1:23:10,1:27:55,1:46:29,2:10:46,3:12:15,8:50:08,755
40:19,1:01:35,1:06:18,1:23:13,1:27:58,1:46:33,2:10:51,3:12:22,8:50:28,754
40:20,1:01:37,1:06:20,1:23:16,1:28:01,1:46:37,2:10:56,3:12:30,8:50:47,753
40:22,1:01:39,1:06:23,1:23:19,1:28:04,1:46:40,2:11:01,3:12:37,8:51:07,752
40:23,1:01:41,1:06:25,1:23:22,1:28:07,1:46:44,2:11:05,3:12:45,8:51:26,751
40:25,1:01:44,1:06:27,1:23:25,1:28:10,1:46:48,2:11:10,3:12:52,8:51:46,750
40:26,1:01:46,1:06:29,1:23:27,1:28:13,1:46:52,2:11:15,3:13:00,8:52:05,749
40:27,1:01:48,1:06:32,1:23:30,1:28:16,1:46:56,2:11:20,3:13:07,8:52:25,748
40:29,1:01:50,1:06:34,1:23:33,1:28:19,1:47:00,2:11:25,3:13:15,8:52:44,747
40:30,1:01:52,1:06:36,1:23:36,1:28:22,1:47:03,2:11:30,3:13:22,8:53:04,746
40:31,1:01:54,1:06:39,1:23:39,1:28:26,1:47:07,2:11:34,3:13:30,8:53:24,745
40:33,1:01:56,1:06:41,1:23:42,1:28:29,1:47:11,2:11:39,3:13:37,8:53:43,744
40:34,1:01:59,1:06:43,1:23:45,1:28:32,1:47:15,2:11:44,3:13:45,8:54:03,743
40:36,1:02:01,1:06:46,1:23:48,1:28:35,1:47:19,2:11:49,3:13:52,8:54:22,742
40:37,1:02:03,1:06:48,1:23:51,1:28:38,1:47:23,2:11:54,3:14:00,8:54:42,741
40:38,1:02:05,1:06:50,1:23:54,1:28:41,1:47:26,2:11:59,3:14:07,8:55:02,740
40:40,1:02:07,1:06:53,1:23:57,1:28:44,1:47:30,2:12:04,3:14:15,8:55:21,739
40:41,1:02:09,1:06:55,1:24:00,1:28:47,1:47:34,2:12:09,3:14:22,8:55:41,738
40:43,1:02:11,1:06:57,1:24:02,1:28:50,1:47:38,2:12:13,3:14:30,8:56:01,737
40:44,1:02:14,1:07:00,1:24:05,1:28:53,1:47:42,2:12:18,3:14:38,8:56:20,736
40:45,1:02:16,1:07:02,1:24:08,1:28:56,1:47:46,2:12:23,3:14:45,8:56:40,735
40:47,1:02:18,1:07:04,1:24:11,1:29:00,1:47:50,2:12:28,3:14:53,8:57:00,734
40:48,1:02:20,1:07:07,1:24:14,1:29:03,1:47:53,2:12:33,3:15:00,8:57:20,733
40:50,1:02:22,1:07:09,1:24:17,1:29:06,1:47:57,2:12:38,3:15:08,8:57:39,732
40:51,1:02:24,1:07:11,1:24:20,1:29:09,1:48:01,2:12:43,3:15:15,8:57:59,731
40:52,1:02:27,1:07:13,1:24:23,1:29:12,1:48:05,2:12:48,3:15:23,8:58:19,730
40:54,1:02:29,1:07:16,1:24:26,1:29:15,1:48:09,2:12:53,3:15:31,8:58:39,729
40:55,1:02:31,1:07:18,1:24:29,1:29:18,1:48:13,2:12:57,3:15:38,8:58:59,728
40:57,1:02:33,1:07:20,1:24:32,1:29:21,1:48:17,2:13:02,3:15:46,8:59:18,727
40:58,1:02:35,1:07:23,1:24:35,1:29:24,1:48:21,2:13:07,3:15:53,8:59:38,726
40:59,1:02:37,1:07:25,1:24:38,1:29:28,1:48:25,2:13:12,3:16:01,8:59:58,725
41:01,1:02:40,1:07:28,1:24:41,1:29:31,1:48:28,2:13:17,3:16:09,9:00:18,724
41:02,1:02:42,1:07:30,1:24:44,1:29:34,1:48:32,2:13:22,3:16:16,9:00:38,723
41:04,1:02:44,1:07:32,1:24:47,1:29:37,1:48:36,2:13:27,3:16:24,9:00:58,722
41:05,1:02:46,1:07:35,1:24:50,1:29:40,1:48:40,2:13:32,3:16:31,9:01:18,721
41:06,1:02:48,1:07:37,1:24:52,1:29:43,1:48:44,2:13:37,3:16:39,9:01:38,720
41:08,1:02:50,1:07:39,1:24:55,1:29:46,1:48:48,2:13:42,3:16:47,9:01:58,719
41:09,1:02:53,1:07:42,1:24:58,1:29:50,1:48:52,2:13:47,3:16:54,9:02:17,718
41:11,1:02:55,1:07:44,1:25:01,1:29:53,1:48:56,2:13:52,3:17:02,9:02:37,717
41:12,1:02:57,1:07:46,1:25:04,1:29:56,1:49:00,2:13:57,3:17:10,9:02:57,716
41:14,1:02:59,1:07:49,1:25:07,1:29:59,1:49:04,2:14:02,3:17:17,9:03:17,715
41:15,1:03:01,1:07:51,1:25:10,1:30:02,1:49:07,2:14:06,3:17:25,9:03:37,714
41:16,1:03:04,1:07:53,1:25:13,1:30:05,1:49:11,2:14:11,3:17:33,9:03:57,713
41:18,1:03:06,1:07:56,1:25:16,1:30:08,1:49:15,2:14:16,3:17:40,9:04:18,712
41:19,1:03:08,1:07:58,1:25:19,1:30:12,1:49:19,2:14:21,3:17:48,9:04:38,711
41:21,1:03:10,1:08:00,1:25:22,1:30:15,1:49:23,2:14:26,3:17:56,9:04:58,710
41:22,1:03:12,1:08:03,1:25:25,1:30:18,1:49:27,2:14:31,3:18:03,9:05:18,709
41:23,1:03:14,1:08:05,1:25:28,1:30:21,1:49:31,2:14:36,3:18:11,9:05:38,708
41:25,1:03:17,1:08:08,1:25:31,1:30:24,1:49:35,2:14:41,3:18:19,9:05:58,707
41:26,1:03:19,1:08:10,1:25:34,1:30:27,1:49:39,2:14:46,3:18:27,9:06:18,706
41:28,1:03:21,1:08:12,1:25:37,1:30:31,1:49:43,2:14:51,3:18:34,9:06:38,705
41:29,1:03:23,1:08:15,1:25:40,1:30:34,1:49:47,2:14:56,3:18:42,9:06:58,704
41:31,1:03:25,1:08:17,1:25:43,1:30:37,1:49:51,2:15:01,3:18:50,9:07:18,703
41:32,1:03:28,1:08:19,1:25:46,1:30:40,1:49:55,2:15:06,3:18:57,9:07:39,702
41:33,1:03:30,1:08:22,1:25:49,1:30:43,1:49:59,2:15:11,3:19:05,9:07:59,701
41:35,1:03:32,1:08:24,1:25:52,1:30:46,1:50:03,2:15:16,3:19:13,9:08:19,700
41:36,1:03:34,1:08:27,1:25:55,1:30:50,1:50:07,2:15:21,3:19:21,9:08:39,699
41:38,1:03:37,1:08:29,1:25:58,1:30:53,1:50:11,2:15:26,3:19:28,9:09:00,698
41:39,1:03:39,1:08:31,1:26:01,1:30:56,1:50:14,2:15:31,3:19:36,9:09:20,697
41:41,1:03:41,1:08:34,1:26:04,1:30:59,1:50:18,2:15:36,3:19:44,9:09:40,696
41:42,1:03:43,1:08:36,1:26:07,1:31:02,1:50:22,2:15:41,3:19:52,9:10:00,695
41:44,1:03:45,1:08:38,1:26:10,1:31:06,1:50:26,2:15:46,3:20:00,9:10:21,694
41:45,1:03:48,1:08:41,1:26:13,1:31:09,1:50:30,2:15:51,3:20:07,9:10:41,693
41:46,1:03:50,1:08:43,1:26:16,1:31:12,1:50:34,2:15:56,3:20:15,9:11:01,692
41:48,1:03:52,1:08:46,1:26:19,1:31:15,1:50:38,2:16:01,3:20:23,9:11:22,691
41:49,1:03:54,1:08:48,1:26:22,1:31:18,1:50:42,2:16:06,3:20:31,9:11:42,690
41:51,1:03:57,1:08:50,1:26:25,1:31:22,1:50:46,2:16:11,3:20:39,9:12:02,689
41:52,1:03:59,1:08:53,1:26:28,1:31:25,1:50:50,2:16:17,3:20:46,9:12:23,688
41:54,1:04:01,1:08:55,1:26:31,1:31:28,1:50:54,2:16:22,3:20:54,9:12:43,687
41:55,1:04:03,1:08:58,1:26:34,1:31:31,1:50:58,2:16:27,3:21:02,9:13:03,686
41:57,1:04:05,1:09:00,1:26:37,1:31:34,1:51:02,2:16:32,3:21:10,9:13:24,685
41:58,1:04:08,1:09:02,1:26:40,1:31:38,1:51:06,2:16:37,3:21:18,9:13:44,684
41:59,1:04:10,1:09:05,1:26:43,1:31:41,1:51:10,2:16:42,3:21:25,9:14:05,683
42:01,1:04:12,1:09:07,1:26:47,1:31:44,1:51:14,2:16:47,3:21:33,9:14:25,682
42:02,1:04:14,1:09:10,1:26:50,1:31:47,1:51:18,2:16:52,3:21:41,9:14:46,681
42:04,1:04:17,1:09:12,1:26:53,1:31:50,1:51:22,2:16:57,3:21:49,9:15:06,680
42:05,1:04:19,1:09:15,1:26:56,1:31:54,1:51:26,2:17:02,3:21:57,9:15:27,679
42:07,1:04:21,1:09:17,1:26:59,1:31:57,1:51:30,2:17:07,3:22:05,9:15:47,678
42:08,1:04:23,1:09:19,1:27:02,1:32:00,1:51:34,2:17:12,3:22:13,9:16:08,677
42:10,1:04:26,1:09:22,1:27:05,1:32:03,1:51:38,2:17:17,3:22:21,9:16:28,676
42:11,1:04:28,1:09:24,1:27:08,1:32:07,1:51:42,2:17:22,3:22:28,9:16:49,675
42:12,1:04:30,1:09:27,1:27:11,1:32:10,1:51:46,2:17:28,3:22:36,9:17:10,674
42:14,1:04:32,1:09:29,1:27:14,1:32:13,1:51:50,2:17:33,3:22:44,9:17:30,673
42:15,1:04:35,1:09:32,1:27:17,1:32:16,1:51:55,2:17:38,3:22:52,9:17:51,672
42:17,1:04:37,1:09:34,1:27:20,1:32:20,1:51:59,2:17:43,3:23:00,9:18:11,671
42:18,1:04:39,1:09:36,1:27:23,1:32:23,1:52:03,2:17:48,3:23:08,9:18:32,670
42:20,1:04:41,1:09:39,1:27:26,1:32:26,1:52:07,2:17:53,3:23:16,9:18:53,669
42:21,1:04:44,1:09:41,1:27:29,1:32:29,1:52:11,2:17:58,3:23:24,9:19:13,668
42:23,1:04:46,1:09:44,1:27:32,1:32:33,1:52:15,2:18:03,3:23:32,9:19:34,667
42:24,1:04:48,1:09:46,1:27:36,1:32:36,1:52:19,2:18:08,3:23:40,9:19:55,666
42:26,1:04:50,1:09:49,1:27:39,1:32:39,1:52:23,2:18:14,3:23:48,9:20:16,665
42:27,1:04:53,1:09:51,1:27:42,1:32:42,1:52:27,2:18:19,3:23:56,9:20:36,664
42:29,1:04:55,1:09:53,1:27:45,1:32:46,1:52:31,2:18:24,3:24:04,9:20:57,663
42:30,1:04:57,1:09:56,1:27:48,1:32:49,1:52:35,2:18:29,3:24:11,9:21:18,662
42:32,1:04:59,1:09:58,1:27:51,1:32:52,1:52:39,2:18:34,3:24:19,9:21:39,661
42:33,1:05:02,1:10:01,1:27:54,1:32:56,1:52:43,2:18:39,3:24:27,9:22:00,660
42:35,1:05:04,1:10:03,1:27:57,1:32:59,1:52:47,2:18:44,3:24:35,9:22:20,659
42:36,1:05:06,1:10:06,1:28:00,1:33:02,1:52:51,2:18:50,3:24:43,9:22:41,658
42:37,1:05:09,1:10:08,1:28:03,1:33:05,1:52:55,2:18:55,3:24:51,9:23:02,657
42:39,1:05:11,1:10:11,1:28:06,1:33:09,1:53:00,2:19:00,3:24:59,9:23:23,656
42:40,1:05:13,1:10:13,1:28:10,1:33:12,1:53:04,2:19:05,3:25:07,9:23:44,655
42:42,1:05:15,1:10:16,1:28:13,1:33:15,1:53:08,2:19:10,3:25:15,9:24:05,654
42:43,1:05:18,1:10:18,1:28:16,1:33:19,1:53:12,2:19:15,3:25:23,9:24:26,653
42:45,1:05:20,1:10:20,1:28:19,1:33:22,1:53:16,2:19:21,3:25:31,9:24:47,652
42:46,1:05:22,1:10:23,1:28:22,1:33:25,1:53:20,2:19:26,3:25:39,9:25:08,651
42:48,1:05:25,1:10:25,1:28:25,1:33:28,1:53:24,2:19:31,3:25:48,9:25:29,650
42:49,1:05:27,1:10:28,1:28:28,1:33:32,1:53:28,2:19:36,3:25:56,9:25:49,649
42:51,1:05:29,1:10:30,1:28:31,1:33:35,1:53:32,2:19:41,3:26:04,9:26:10,648
42:52,1:05:31,1:10:33,1:28:34,1:33:38,1:53:36,2:19:47,3:26:12,9:26:32,647
42:54,1:05:34,1:10:35,1:28:38,1:33:42,1:53:41,2:19:52,3:26:20,9:26:53,646
42:55,1:05:36,1:10:38,1:28:41,1:33:45,1:53:45,2:19:57,3:26:28,9:27:14,645
42:57,1:05:38,1:10:40,1:28:44,1:33:48,1:53:49,2:20:02,3:26:36,9:27:35,644
42:58,1:05:41,1:10:43,1:28:47,1:33:52,1:53:53,2:20:08,3:26:44,9:27:56,643
43:00,1:05:43,1:10:45,1:28:50,1:33:55,1:53:57,2:20:13,3:26:52,9:28:17,642
43:01,1:05:45,1:10:48,1:28:53,1:33:58,1:54:01,2:20:18,3:27:00,9:28:38,641
43:03,1:05:48,1:10:50,1:28:56,1:34:02,1:54:05,2:20:23,3:27:08,9:28:59,640
43:04,1:05:50,1:10:53,1:28:59,1:34:05,1:54:10,2:20:28,3:27:16,9:29:20,639
43:06,1:05:52,1:10:55,1:29:03,1:34:08,1:54:14,2:20:34,3:27:24,9:29:41,638
43:07,1:05:55,1:10:58,1:29:06,1:34:12,1:54:18,2:20:39,3:27:33,9:30:03,637
43:09,1:05:57,1:11:00,1:29:09,1:34:15,1:54:22,2:20:44,3:27:41,9:30:24,636
43:10,1:05:59,1:11:03,1:29:12,1:34:18,1:54:26,2:20:49,3:27:49,9:30:45,635
43:12,1:06:02,1:11:05,1:29:15,1:34:22,1:54:30,2:20:55,3:27:57,9:31:06,634
43:13,1:06:04,1:11:08,1:29:18,1:34:25,1:54:34,2:21:00,3:28:05,9:31:27,633
43:15,1:06:06,1:11:10,1:29:22,1:34:28,1:54:39,2:21:05,3:28:13,9:31:49,632
43:16,1:06:08,1:11:13,1:29:25,1:34:32,1:54:43,2:21:10,3:28:21,9:32:10,631
43:18,1:06:11,1:11:15,1:29:28,1:34:35,1:54:47,2:21:16,3:28:30,9:32:31,630
43:19,1:06:13,1:11:18,1:29:31,1:34:38,1:54:51,2:21:21,3:28:38,9:32:53,629
43:21,1:06:15,1:11:20,1:29:34,1:34:42,1:54:55,2:21:26,3:28:46,9:33:14,628
43:22,1:06:18,1:11:23,1:29:37,1:34:45,1:54:59,2:21:32,3:28:54,9:33:35,627
43:24,1:06:20,1:11:25,1:29:41,1:34:48,1:55:04,2:21:37,3:29:02,9:33:57,626
43:25,1:06:22,1:11:28,1:29:44,1:34:52,1:55:08,2:21:42,3:29:10,9:34:18,625
43:27,1:06:25,1:11:30,1:29:47,1:34:55,1:55:12,2:21:47,3:29:19,9:34:39,624
43:28,1:06:27,1:11:33,1:29:50,1:34:58,1:55:16,2:21:53,3:29:27,9:35:01,623
43:30,1:06:29,1:11:35,1:29:53,1:35:02,1:55:20,2:21:58,3:29:35,9:35:22,622
43:31,1:06:32,1:11:38,1:29:56,1:35:05,1:55:25,2:22:03,3:29:43,9:35:44,621
43:33,1:06:34,1:11:40,1:30:00,1:35:09,1:55:29,2:22:09,3:29:52,9:36:05,620
43:34,1:06:37,1:11:43,1:30:03,1:35:12,1:55:33,2:22:14,3:30:00,9:36:27,619
43:36,1:06:39,1:11:45,1:30:06,1:35:15,1:55:37,2:22:19,3:30:08,9:36:48,618
43:38,1:06:41,1:11:48,1:30:09,1:35:19,1:55:41,2:22:25,3:30:16,9:37:10,617
43:39,1:06:44,1:11:51,1:30:12,1:35:22,1:55:46,2:22:30,3:30:25,9:37:31,616
43:41,1:06:46,1:11:53,1:30:16,1:35:26,1:55:50,2:22:35,3:30:33,9:37:53,615
43:42,1:06:48,1:11:56,1:30:19,1:35:29,1:55:54,2:22:41,3:30:41,9:38:14,614
43:44,1:06:51,1:11:58,1:30:22,1:35:32,1:55:58,2:22:46,3:30:49,9:38:36,613
43:45,1:06:53,1:12:01,1:30:25,1:35:36,1:56:03,2:22:51,3:30:58,9:38:58,612
43:47,1:06:55,1:12:03,1:30:28,1:35:39,1:56:07,2:22:57,3:31:06,9:39:19,611
43:48,1:06:58,1:12:06,1:30:32,1:35:43,1:56:11,2:23:02,3:31:14,9:39:41,610
43:50,1:07:00,1:12:08,1:30:35,1:35:46,1:56:15,2:23:07,3:31:23,9:40:03,609
43:51,1:07:02,1:12:11,1:30:38,1:35:49,1:56:20,2:23:13,3:31:31,9:40:24,608
43:53,1:07:05,1:12:13,1:30:41,1:35:53,1:56:24,2:23:18,3:31:39,9:40:46,607
43:54,1:07:07,1:12:16,1:30:45,1:35:56,1:56:28,2:23:24,3:31:47,9:41:08,606
43:56,1:07:10,1:12:19,1:30:48,1:36:00,1:56:32,2:23:29,3:31:56,9:41:29,605
43:57,1:07:12,1:12:21,1:30:51,1:36:03,1:56:37,2:23:34,3:32:04,9:41:51,604
43:59,1:07:14,1:12:24,1:30:54,1:36:06,1:56:41,2:23:40,3:32:12,9:42:13,603
44:01,1:07:17,1:12:26,1:30:58,1:36:10,1:56:45,2:23:45,3:32:21,9:42:35,602
44:02,1:07:19,1:12:29,1:31:01,1:36:13,1:56:49,2:23:51,3:32:29,9:42:57,601
44:04,1:07:22,1:12:31,1:31:04,1:36:17,1:56:54,2:23:56,3:32:38,9:43:18,600
44:05,1:07:24,1:12:34,1:31:07,1:36:20,1:56:58,2:24:01,3:32:46,9:43:40,599
44:07,1:07:26,1:12:37,1:31:10,1:36:24,1:57:02,2:24:07,3:32:54,9:44:02,598
44:08,1:07:29,1:12:39,1:31:14,1:36:27,1:57:06,2:24:12,3:33:03,9:44:24,597
44:10,1:07:31,1:12:42,1:31:17,1:36:31,1:57:11,2:24:18,3:33:11,9:44:46,596
44:11,1:07:33,1:12:44,1:31:20,1:36:34,1:57:15,2:24:23,3:33:20,9:45:08,595
